time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,Unnamed: 37,accel
0.32299999999999995,-0.0102596,0.0012668,-0.07186719,-0.03793189,-0.01079205,0.06400843,0.3106006,0.40055419999999997,0.42336549999999995,355.76800000000014,356.57599999999996,358.2783,-0.05288430000000001,1.188138,-0.3059037,1.325227,3.8425620000000014,0.379309,0.12426389999999995,0.1527218,0.6576575,335.4045,327.4884,53.86296,0.05801779,0.8007010999999999,-0.1945434,1.3642450000000002,-1.77427,-0.01630247,0.4725917000000001,0.214829,0.6433821,329.0173,14.7256,335.4305,,
11.882,-0.01137512,0.005762339,-0.07254733,0.03088355,-0.0015706370000000002,0.07458558,0.31041640000000004,0.4007288,0.4223183,355.6378,356.5713,358.2253,-0.03263716,1.112983,-0.3460324,0.9492014999999999,3.729479,0.15835770000000002,0.124795,0.16418370000000002,0.6535251999999999,333.0951,325.8422,54.00768000000001,0.05550869,0.7202387,-0.204232,1.1532,-1.797608,0.20852910000000002,0.47295699999999996,0.2219533,0.6409479,327.9946,16.08315,335.35,,-0.00696101738904749
24.948,-0.01291565,0.008470199,-0.073272,0.07989686,0.0002265407,0.09315934,0.3102043,0.40080540000000003,0.42127309999999996,355.4958,356.5763,358.1356,-0.01605707,1.038062,-0.3782632,0.7138871,3.5816879999999998,-0.10817360000000001,0.1254791,0.1748912,0.6491951,331.0244,324.0586,54.369080000000004,0.08491662,0.6527377,-0.22873289999999996,1.162614,-1.727956,0.7151647,0.47401540000000003,0.2283467,0.6379321,326.9716,18.28203,334.0874,,-0.0051661564365528875
39.105,-0.01377053,0.008520736,-0.07467452,0.09527302,0.0045420420000000005,0.1000824,0.3099343,0.4008585,0.4201985,355.4113,356.5882,358.0623,-0.001154944,0.9574214,-0.40378769999999997,0.8117006999999999,3.317014,-0.38467470000000004,0.1261508,0.18461960000000002,0.6447715,329.1453,322.3629,55.513780000000004,0.129181,0.5832906,-0.2547649,1.344233,-1.35825,1.313209,0.47539170000000003,0.2336427,0.6350071,326.2386,20.869320000000002,331.5046,,-0.004905495514586424
52.983999999999995,-0.01452264,0.007884557,-0.07637177,0.09061454,0.000649125,0.07176206,0.30972209999999994,0.40098649999999997,0.4190066,355.3661,356.5811,358.0892,0.009356618,0.8945279,-0.4168544,1.04821,2.9991060000000003,-0.5388141,0.1267009,0.194193,0.640346,327.3793,320.9164,57.06495,0.14113370000000006,0.5104767,-0.2535611,1.3432600000000001,-0.717827,1.5308950000000001,0.4758024,0.238722,0.6319945,326.2659,22.479960000000002,329.0287,,-0.0052463361913682545
66.365,-0.01575996,0.007000053000000001,-0.07814705,0.09644680000000001,0.001864499,0.01804063,0.30942970000000003,0.40099470000000004,0.41792229999999997,355.2747,356.5629,358.1915,0.01723248,0.8484363000000001,-0.4333715,1.285251,2.8444540000000003,-0.6985934,0.1277296,0.20337629999999998,0.6356556,325.4771,319.1825,58.959630000000004,0.1012166,0.4740388,-0.24914,1.299733,-0.2310617,1.22753,0.47521769999999997,0.2450402,0.6289348000000001,326.1165,22.73284,327.6096,,-0.0027231073910769015
80.488,-0.01764932,0.005717251,-0.07924275,0.1165443,0.00961809,-0.02047664,0.3091202,0.4009802,0.4167752000000001,355.1551,356.5113,358.2781,0.02651927,0.8219754000000001,-0.44577120000000003,1.3536139999999999,2.800862,-0.8207715,0.1287191,0.2127749,0.6313704000000001,323.4928,317.2806,60.69064,0.03748357,0.4813075,-0.2530766,1.2682440000000001,-0.05109343,0.6769272,0.4742768,0.2522759,0.6258301,325.4217,22.20506,327.1412,,0.0005146711038731158
94.57600000000001,-0.01972943,0.0048716,-0.08131024,0.11830589999999999,0.026629200000000002,-0.05538317,0.3088337,0.4009477,0.4155965999999999,355.0744,356.4326,358.3729,0.05111259,0.8082885000000001,-0.4549189,1.069703,2.906052,-0.9082468,0.1305433,0.2226261,0.6269844,321.3487,315.2517,61.497640000000004,-0.02081272,0.5056073,-0.2573368,1.050522,-0.3044485,0.23643160000000002,0.4727800999999999,0.25953339999999997,0.621837,324.4509,21.8997,327.6067,,0.0017248580352072665
108.258,-0.020078099999999998,0.002768511,-0.08355146,0.1057212,0.04511418,-0.08065551,0.3085797,0.4008713,0.4143425,355.0515,356.3555,358.4806,0.07757147,0.8057883000000001,-0.4571662,0.7923313,3.0238959999999997,-1.002716,0.1323186,0.23245300000000002,0.6228640999999999,319.1244,313.1511,62.0101,-0.03127838,0.551838,-0.3009139,1.091931,-0.7926633000000001,0.24983989999999998,0.47195299999999996,0.2679667,0.6179766,322.9395,22.91612000000001,327.4519,,0.0033789431369682875
121.848,-0.01924105,-0.0009226426,-0.08728091,0.05987586,0.05659287,-0.10856669999999999,0.30836440000000004,0.4006989,0.41296750000000004,355.12199999999996,356.2734,358.5941,0.10527439999999999,0.8094982,-0.4473647,0.6159748,3.090578,-1.033298,0.1337017,0.24306999999999998,0.6195116,316.8654,311.2545,62.40277,-0.04284258,0.5960858,-0.3384978,1.3521940000000001,-1.132434,0.1960996,0.47113869999999997,0.27466929999999995,0.6133878,320.89599999999996,23.816860000000002,326.9504,,0.0032559087564385534
136.005,-0.01775161,-0.0061355459999999995,-0.09181296,0.002155294,0.06761359,-0.1295808,0.3081502,0.4003963,0.411542,355.2378,356.1906,358.7113,0.12324829999999999,0.8155654,-0.41925470000000004,0.6114453000000001,2.93222,-0.8870749,0.1354942,0.2531383,0.61593,314.9156,309.9839,62.97415,-0.0523985,0.6382840999999999,-0.37048909999999996,1.519758,-1.394849,0.1282316,0.47044309999999995,0.284427,0.6096165,318.7949,24.60696,326.6249,,0.0029807374443738023
149.63,-0.01635822,-0.01309492,-0.09564672,-0.05920603,0.07479011,-0.1484751,0.3079876,0.4000452000000001,0.41009120000000004,355.4205,356.0975,358.8284,0.1296649,0.8188254,-0.39942059999999996,0.7863914000000001,2.750674,-0.7545238000000001,0.13667479999999999,0.2635285,0.6127498,313.0383,308.6163,64.20588000000001,-0.06028962,0.6843276999999999,-0.381858,1.574514,-1.5042440000000001,0.04669014,0.46976239999999997,0.2941678,0.6056564999999999,316.8866,25.13065,326.4579,,0.003379346788990823
163.415,-0.01470767,-0.01948305,-0.09828749,-0.1109183,0.09240918,-0.1579489,0.30782009999999993,0.3996583,0.408688,355.5988,355.9765,358.9346,0.1283486,0.8240065999999999,-0.3698705,1.0909360000000001,2.4553540000000003,-0.4536203,0.137574,0.27432090000000003,0.6099502,311.3733,307.7197,65.93023000000001,-0.061223400000000004,0.7338568,-0.3944759,1.656511,-1.582127,0.04161195,0.4690543,0.3042336,0.6009848000000001,314.9272,25.83737,326.111,,0.003592970620239399
177.483,-0.01330133,-0.02375746,-0.1000837,-0.14076059999999999,0.1094017,-0.1630162,0.3076938,0.3992635000000001,0.40729590000000004,355.7591,355.843,359.0377,0.12646110000000002,0.8285713,-0.3423305,1.285555,2.229099,-0.23062950000000002,0.1385906,0.2853082,0.6074871000000001,309.7829,306.8496,67.64841,-0.06785060000000001,0.7802597,-0.4026539,1.8478139999999998,-1.528852,-0.06413959,0.4683068,0.3149622,0.5968924,312.8245,26.258709999999997,325.4806,,0.0032984717088427626
191.553,-0.01180378,-0.02592119,-0.10125219999999999,-0.1610701,0.1259402,-0.1543596,0.3075673,0.398914,0.4058921,355.9383,355.7168,359.101,0.12411869999999996,0.8421726,-0.3091315,1.339278,2.005852,-0.03408715,0.13958310000000002,0.2970733,0.6052443000000001,308.3803,306.2756,69.05586,-0.07957368,0.8097166,-0.4050858,1.9478209999999998,-1.501209,-0.1709665,0.46745169999999997,0.32563179999999997,0.5930316,310.7332,26.490140000000004,325.0306,,0.002093596304193321
205.299,-0.01045169,-0.02800087,-0.1018773,-0.18132879999999998,0.1331386,-0.1281238,0.3074571,0.3984177,0.40446940000000003,356.1171,355.6006,359.1062,0.1251656,0.8638005,-0.2866822,1.279012,1.9049490000000002,-0.02165186,0.1410469,0.3089156,0.6029477,306.9525,305.3871,70.31792,-0.09591062,0.8395077,-0.402972,2.003174,-1.553368,-0.26101820000000003,0.46640109999999996,0.3371254,0.5895579000000001,308.5324,26.56428,324.8544,,0.002167255928997522
