time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z,Unnamed: 37,accel
0.311,-0.4180281,-0.01664338,0.09325548,0.00022699150000000002,-0.02283961,0.09106792,0.1425479,0.4974937,0.21107489999999998,348.0043,350.1458,2.191077,-0.4118696,-0.10690999999999999,0.10388110000000002,-0.3896584,-0.1511245,0.1259715,0.04842179,0.08718605,0.31713379999999997,340.0023,33.001129999999996,26.626659999999998,-0.5129027,-0.17264520000000003,0.08968428,1.136677,-1.4679879999999998,-1.7936020000000001,0.20294289999999998,0.04181622,0.3865772,335.7127,310.2078,297.3976,,
14.847000000000001,-0.41035259999999996,-0.01794254,0.10000160000000001,0.01212586,-0.04826036,0.08972187,0.1371255,0.4971884,0.21268600000000001,347.9511,350.244,2.161036,-0.38176809999999994,-0.11886480000000002,0.10380260000000001,-0.25710259999999996,-0.15192020000000003,0.2164507,0.04383021,0.085582,0.3184524,340.3239,33.14067,26.564859999999996,-0.5685197,-0.2186847,0.07795323,1.8936650000000002,-1.292525,-1.9550900000000002,0.19483499999999998,0.03974895,0.3872527,338.4356,309.038,299.4852,,-0.0031672743533296627
26.451999999999998,-0.4012949,-0.01966188,0.10683089999999999,0.02290416,-0.07610973,0.07278923,0.13188450000000002,0.49689659999999997,0.2143978,347.925,350.3485,2.178416,-0.3507991,-0.1246244,0.09770363,-0.08574621,-0.1540186,0.28908720000000004,0.03954245,0.08409044,0.31957579999999997,340.6216,33.452740000000006,26.32455,-0.5451461999999999,-0.20461189999999999,0.04225629,1.822452,-1.554909,-1.741218,0.18981589999999998,0.03911476,0.3858112,339.61199999999997,308.7278,301.6919,,0.0012126497199483005
40.155,-0.3922481,-0.02020155,0.1128409,0.02731372,-0.09948548,0.052550099999999995,0.12670150000000002,0.4966685,0.2161487,347.9114,350.4698,2.197262,-0.3229951,-0.12286780000000001,0.08804572,0.09543259,-0.13125620000000002,0.3120593,0.03557498,0.08288194,0.32081750000000003,340.80400000000003,33.84776,25.93392,-0.45728279999999993,-0.1333096,0.0021352660000000002,1.082566,-2.091996,-1.332763,0.186026,0.03953698,0.3845074,339.1753,309.6785,303.7823,,0.005203408012843901
53.887,-0.38104140000000003,-0.01862226,0.11912400000000001,0.01626011,-0.1254342,0.0285273,0.1217315,0.4965469,0.217948,347.9472,350.5956,2.235207,-0.2989883,-0.1180346,0.07886489,0.2380835,-0.1257232,0.30237790000000003,0.03153302,0.08137552,0.3215834,340.9195,34.27988,25.532989999999998,-0.3864532,-0.08475248,-0.0009258986,0.47993850000000005,-1.6431689999999999,-1.093702,0.1816112,0.039205300000000005,0.3849643,339.0887,310.5729,303.9314,,0.0035360559277599767
67.99,-0.3690849,-0.01564216,0.124231,-0.0037182409999999997,-0.15381879999999998,-0.01147001,0.11700060000000001,0.496379,0.21980070000000002,348.0178,350.7132,2.349104,-0.2782409,-0.1122915,0.07259291,0.31748350000000003,-0.16330279999999997,0.2543266,0.02806291,0.08020915,0.32299240000000007,340.9743,34.73838,25.25548,-0.3444208,-0.05896569,0.01832582,0.1157498,-0.4805946,-0.6749231,0.17740479999999997,0.03894831,0.3864712,339.0449,310.6503,302.2867,,0.0018284613202864649
81.962,-0.3568893,-0.01406561,0.12889360000000002,-0.02669638,-0.1762997,-0.0489851,0.1123578,0.4961503,0.2217154,348.1233,350.8402,2.447263,-0.25372039999999996,-0.11045239999999999,0.07368755,0.3339139,-0.3388306,0.2760265,0.02480844,0.07911052,0.3245882,341.2512,35.38561,25.217589999999998,-0.2932965,-0.06192917,0.01925184,-0.36308759999999995,0.8619353999999999,-0.03232366,0.1765717,0.03512497,0.38524899999999995,338.374,310.7092,299.0653,,-0.00021210134554823902
95.92200000000001,-0.3454846,-0.01462487,0.1329648,-0.06582712,-0.1817529,-0.0754635,0.10786199999999999,0.49589750000000005,0.2236415,348.2937,350.9415,2.52612,-0.23687929999999996,-0.1074428,0.07841428,0.29070100000000004,-0.46990950000000004,0.2589572,0.02156783,0.07789016,0.3260801,341.4744,35.9247,25.353360000000002,-0.23612800000000003,-0.07792191,-0.01472561,-0.8385654,2.501306,1.212594,0.17200639999999998,0.03232413,0.38482990000000006,336.1541,310.4683,293.7423,,-0.0011456117478510022
109.60600000000001,-0.3340364,-0.01569565,0.1352915,-0.126471,-0.1689705,-0.09557748,0.10355619999999999,0.49563440000000003,0.22554290000000002,348.5275,351.0117,2.573655,-0.21738249999999998,-0.1020085,0.09022577,0.17007550000000002,-0.6045228,0.23017270000000004,0.01904799,0.07712713,0.3282693,341.7278,36.355,25.77469,-0.23421999999999998,-0.05141355,-0.05944231,-0.541566,3.0510759999999997,1.930398,0.1676464,0.03304188,0.3842731,334.586,309.0492,290.3408,,0.0019371791873721133
123.50299999999999,-0.3227192,-0.01751774,0.1378399,-0.1758493,-0.16204960000000002,-0.08882823,0.09939376,0.4953431,0.2274939,348.7554,351.1224,2.570425,-0.19751729999999998,-0.09588429,0.10409589999999998,0.07586272,-0.6749460999999999,0.28201679999999996,0.01614681,0.07604876,0.3296165,342.1684,36.73661,26.13716,-0.25619770000000003,-0.00464284,-0.09682829,-0.23307270000000002,1.548409,1.253944,0.1635951,0.03353775,0.38141379999999997,334.5467,308.5543,291.8666,,0.0033655256530186425
