time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.393,0.1250296,0.06341653,0.3308796,0.2878833,-2.515776,-0.1245649,-0.04824394,-0.0002141595,-0.05541849,15.26614,281.7344,359.1116,-0.5129079,0.1916692,1.042057,-1.072393,-2.386465,0.6643974,-0.2779893,-0.4444128,-0.2206567,350.1637,247.4253,9.969143,0.2602967,0.310518,1.357493,-1.894745,-3.040567,0.287093,-0.2531621,-0.4168184,0.01068373,346.5038,275.5244,352.7766,
12.924,0.1412149,0.06376036,0.3544033,0.2695492,-2.767147,-0.1666861,-0.04587686,0.0006245971,-0.04978907,14.86086,284.3151,358.9573,-0.4973554,0.183869,1.133796,-1.046591,-2.514598,0.6511952,-0.2836096,-0.441963,-0.20422,350.0228,249.764,10.28648,0.3265608,0.297527,1.429877,-1.779712,-3.331294,0.5298946,-0.247266,-0.4135611,0.02976019,345.9551,278.7084,353.4773,
26.133,0.156809,0.0605398,0.3727669,0.2640398,-2.99516,-0.1849471,-0.04325867,0.001341522,-0.0440433,14.48366,287.0587,358.839,-0.4745564,0.1763858,1.228495,-1.084174,-2.670842,0.6945026,-0.2888483,-0.4398314,-0.1865546,349.8188,252.2934,10.69284,0.4034246,0.2840157,1.493373,-1.611316,-3.675517,0.8312485,-0.2401871,-0.410455,0.04929284,345.519,282.1605,354.4104,
40.155,0.1780889,0.05412731,0.3907989,0.2952837,-3.233504,-0.2122155,-0.0402233,0.001982778,-0.03818667,14.18141,290.0141,358.7238,-0.4531281,0.1695652,1.299556,-1.085767,-2.804581,0.776502,-0.2936918,-0.4377541,-0.1687327,349.6733,254.9154,11.10597,0.4728744,0.2666556,1.544428,-1.292692,-4.032231,1.058146,-0.2325824,-0.4073369,0.06910309,345.4558,285.8021,355.4595,
54.158,0.2004016,0.04704646,0.403677,0.3439609,-3.423889,-0.2558318,-0.03671616,0.00255698,-0.03219849,13.93244,293.0331,358.6146,-0.4154556,0.1530373,1.411657,-1.035795,-3.04205,0.9402314,-0.2976801,-0.4357159,-0.1481894,349.6982,257.9252,11.55347,0.5888131,0.2566597,1.611628,-0.9913533,-4.498458,1.312622,-0.2215314,-0.4038077,0.09013626,345.44,289.9637,356.7105,
68.04,0.223963,0.03999765,0.4114858,0.4018846,-3.593772,-0.3212329,-0.03289312,0.003083378,-0.02630478,13.77054,296.1816,358.4964,-0.3741564,0.1432565,1.494082,-1.012938,-3.20948,1.124958,-0.3011108,-0.4338236,-0.1277477,349.6677,260.9666,12.12518,0.7143174,0.2800546,1.639875,-1.101949,-4.597427,1.608247,-0.208751,-0.3996505,0.1100629,344.4917,293.9349,357.5758,
81.381,0.2461229,0.0324241,0.4145558,0.4108762,-3.73496,-0.3947446,-0.02887124,0.003345191,-0.02054518,13.58669,299.3881,358.3199,-0.3152828,0.1365363,1.590245,-0.9803855,-3.426546,1.311626,-0.3040517,-0.4317424,-0.105672,349.6122,264.303,12.70645,0.8800808,0.3206798,1.640851,-1.497677,-4.317334,1.897532,-0.1938505,-0.3955293,0.1302664,342.7362,297.4642,357.7829,
95.614,0.2723069,0.0237977,0.4129168,0.40486,-3.875751,-0.4701981,-0.02449912,0.003469169,-0.01498634,13.42085,302.7112,358.1363,-0.2405679,0.1330969,1.691052,-1.005841,-3.685931,1.369488,-0.3044685,-0.430245,-0.0821144,349.3293,267.9508,13.01245,1.067989,0.3577105,1.613894,-1.773148,-3.949627,2.170328,-0.1747626,-0.3909974,0.1494282,340.8711,300.747,357.7911,
109.889,0.2965603,0.01794114,0.4069432,0.4128386,-3.9815,-0.5489185,-0.01982468,0.003692031,-0.009554148,13.36328,306.0779,358.0023,-0.1565883,0.1252147,1.79153,-0.9509912,-4.003206,1.215984,-0.3051851,-0.4281812,-0.05772353,349.1713,271.8915,12.72648,1.224342,0.3674581,1.573837,-1.899006,-3.5784,2.141724,-0.1564209,-0.3868139,0.1683438,339.5042,303.8127,357.3847,
123.381,0.3220266,0.01301658,0.3976023,0.4151013,-4.066249,-0.6221101,-0.0147813,0.003670871,-0.004365981,13.28822,309.4871,357.8759,-0.04225802,0.1234068,1.889627,-1.079516,-4.258221,0.9753855,-0.3031521,-0.426367,-0.03219476,348.7269,275.9682,12.05929,1.353614,0.3429794,1.54344,-1.766484,-3.596518,1.764252,-0.1363715,-0.3829607,0.1869493,339.3166,307.1656,356.952,
