time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.323,0.6540074,-0.1013215,0.6341684,-0.02677746,-0.5327796,-0.03624764,1.270789,0.1330488,6.110535,22.08033,42.65528,354.3798,0.4424419,-0.142337,0.7786301,-0.0401644,-0.186515,0.2291115,1.081397,-0.6017543,6.265944,52.92537,6.120804,308.6813,0.4566551,-0.1770798,0.460257,-0.4459688,-0.1526752,-0.7534463,1.410774,-0.6599069,5.945092,58.896,79.97549,49.74123,
13.233,0.680906,-0.07804001,0.6444066,-0.02527229,-0.4611736,-0.09187716,1.280915,0.1324252,6.119865,21.95833,42.90612,354.3273,0.4123839,-0.1500105,0.7606551,-0.05192792,-0.2047632,0.3958366,1.086841,-0.6039866,6.276207,53.30109,5.405067,307.94,0.4811208,-0.156902,0.4856755,-0.4852105,-0.2356215,-0.7471411,1.417822,-0.6615639,5.953224,58.8949,81.01804,50.03967,
26.762,0.710773,-0.04524183,0.6563107,-0.02196034,-0.4084731,-0.1036905,1.291531,0.1328222,6.129446,21.94634,43.13743,354.2303,0.3711616,-0.1530486,0.7410544,-0.03298897,-0.314971,0.5600791,1.091695,-0.606023,6.286236,53.64506,4.301886,306.7551,0.4842246,-0.141374,0.5221267,-0.2682313,-0.5119762,-0.8917133,1.425022,-0.6627965,5.961926,59.51426,81.37109,49.29967,
40.937,0.7409009,-0.01109424,0.6673152,0.001631763,-0.3809134,-0.1688163,1.302669,0.1334959,6.139068,21.72759,43.38336,354.0816,0.3310393,-0.1461308,0.7242347,0.01475284,-0.4386468,0.6921327,1.096092,-0.6075647,6.29584,53.90715,2.943724,305.3249,0.4964362,-0.1203443,0.5731375,-0.07793508,-0.6442459,-1.076498,1.433282,-0.6638042,5.970956,60.08493,81.25673,47.94538,
54.877,0.7739464,0.02272395,0.6764491,0.03068555,-0.3912462,-0.2906521,1.314077,0.134192,6.148499,21.364,43.69874,353.8936,0.2874973,-0.1318782,0.7045094,0.1263486,-0.4927725,0.8258255,1.100024,-0.6090025,6.30528,54.14547,1.301228,303.8388,0.522337,-0.0874031,0.6115134,-0.06255544,-0.6253442,-1.258211,1.440851,-0.6635742,5.980106,60.28247,81.35197,46.68581,
68.485,0.797623,0.04826806,0.6783875,0.05160017,-0.4537045,-0.3126809,1.325565,0.1352822,6.157911,21.24138,44.07099,353.6459,0.2452939,-0.1163784,0.6788121,0.2189235,-0.5202135,1.035517,1.10374,-0.6101661,6.314386,54.51527,359.2463,302.0993,0.5387659,-0.06475188,0.6354467,-0.1166585,-0.6848884,-1.227895,1.44925,-0.6643258,5.98963,60.66836,81.82089,46.02035,
82.364,0.8122635,0.0715233,0.6752562,0.04591947,-0.5006262,-0.2207798,1.337161,0.1369212,6.167177,21.35705,44.41344,353.467,0.2120802,-0.09564343,0.6474372,0.2924121,-0.4650234,1.173149,1.106987,-0.6105215,6.322666,54.91575,357.2516,300.5712,0.5638874,-0.04356806,0.6467472,-0.3180745,-0.621415,-0.9510135,1.45792,-0.6641879,5.999362,60.81036,83.00673,46.58955,
96.399,0.8202892,0.09292108,0.6668358,0.01253277,-0.5046268,-0.1330171,1.348705,0.1384351,6.176179,21.41612,44.7442,353.3806,0.1823468,-0.07550461,0.6102619,0.3194631,-0.4291266,1.361428,1.110362,-0.6116204,6.331049,55.44864,354.9483,298.8042,0.592448,-0.01300987,0.6502594,-0.5326026,-0.4230943,-0.6021002,1.466202,-0.6631267,6.008942,60.57606,84.44176,47.8112,
110.251,0.819549,0.1071512,0.6560036,-0.01445642,-0.5005193,-0.1055414,1.360269,0.1401617,6.184921,21.40889,45.10648,353.2845,0.1621435,-0.05645307,0.5661533,0.2358682,-0.4086277,1.525111,1.113388,-0.6111466,6.338004,56.12385,352.6067,296.8697,0.5975106,0.01682255,0.6639259,-0.4839205,-0.4433659,-0.4507293,1.475045,-0.6624816,6.019384,60.77303,85.32781,48.36934,
124.099,0.8110257,0.1167546,0.6394768,-0.05703455,-0.478852,-0.1064712,1.371653,0.1417608,6.193298,21.36394,45.47295,353.2659,0.1564451,-0.03867589,0.5217147,0.06468707,-0.3817919,1.605369,1.117056,-0.6120164,6.345499,56.90976,350.437,294.899,0.5982233,0.05093558,0.6958417,-0.2699201,-0.440093,-0.4557261,1.483675,-0.6600688,6.029775,61.10046,85.32913,47.96737,
