time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z
2212.633,-0.0002134387,1.276901E-05,0.0004782818,-0.004594697,0.0002396326,0.002831663,-0.1327209,-0.1965088,0.2120576,88.07298,226.88,173.254,
2226.595,-0.0001927726,4.464972E-05,0.0003095167,-0.002362263,-0.0004887112,0.003300708,-0.1327238,-0.1965043,0.2120533,88.07034,226.8874,173.2655,
2240.486,-0.0002855244,0.0002165914,0.0002575479,-0.001429443,-0.00174831,0.001850497,-0.1327302,-0.196495,0.2120537,88.06792,226.9804,173.358,
2254.084,-0.0003661953,0.0005217493,-2.905134E-05,0.0007468603,-0.001924907,-0.001323986,-0.1327347,-0.196476,0.2120432,88.07197,227.1632,173.5405,
2268.188,-0.0004482397,-1.467676E-05,8.580493E-06,-0.00114767,0.0008672274,-0.0002466298,-0.1327393,-0.1964872,0.2120416,88.07298,226.9762,173.3516,
2281.887,-0.0005090715,-0.0002770038,-0.0002528597,-0.0003727063,0.002579291,-0.001247286,-0.1327429,-0.1965004,0.2120282,88.07787,226.9531,173.3284,
2295.642,-0.0004844431,0.0003913602,-0.0003726107,0.002794341,0.0005913682,-0.002227397,-0.1327437,-0.1964772,0.2120173,88.08041,227.155,173.535,
2309.877,-0.0005612817,0.0002746198,-0.0004309911,0.004502407,0.001040876,-0.004679834,-0.1327461,-0.1964778,0.2120071,88.08807,227.3498,173.7299,
2323.928,-0.0005329269,0.0002560414,-0.0002263623,0.003567845,0.002300574,-0.003230968,-0.1327411,-0.1964783,0.2120046,88.09156,227.3067,173.6876,
2337.674,-0.0004522546,-0.0001527453,-0.0004333792,0.00348657,0.003785783,-0.003008493,-0.1327333,-0.1964957,0.2119906,88.09731,227.2741,173.6552,
2351.567,-0.0001426466,0.0002851598,-0.0002714637,0.002296558,0.001492952,-0.003328621,-0.1327168,-0.196483,0.2120043,88.09608,227.3367,173.7151,
2365.497,-0.0001179308,0.0001981602,0.0003297039,-0.0003758518,0.002575397,-0.001251842,-0.1327078,-0.1964842,0.2120368,88.09453,227.1456,173.5215,
2379.237,0.0002320103,0.0001315155,0.0002267866,0.002979655,-0.002659873,-0.0008563796,-0.1326887,-0.1964849,0.212039,88.08971,227.4636,173.8457,
2393.053,0.0004006722,0.0004268757,0.0004363446,0.0003872053,-0.003063097,0.0009960209,-0.1326761,-0.1964704,0.212052,88.08398,227.3756,173.7566,
2407.228,0.0003394395,7.214694E-07,0.0007053816,-0.005479989,0.0002820811,0.002230464,-0.1326713,-0.1964826,0.2120702,88.0799,226.9904,173.3622,
2421.365,0.0002002087,0.0003878599,0.0009066184,-0.004569237,-4.321593E-05,0.004649222,-0.1326708,-0.196464,0.2120859,88.074,226.8601,173.2353,
2435.107,0.0002430246,0.0002193472,0.0009212867,-0.003060568,-0.003692753,0.004072513,-0.1326649,-0.1964634,0.2120968,88.0664,227.0282,173.4059,
2449.03,6.433894E-05,0.0005490272,0.0008830627,-0.002645573,-0.003114643,0.005394151,-0.1326665,-0.1964501,0.2121065,88.06205,226.9541,173.3346,
2462.969,-5.768485E-06,0.0001154459,0.0007905943,-0.005867632,-0.0005745859,0.002731646,-0.1326664,-0.1964643,0.2121144,88.06225,226.8131,173.1845,
2476.53,-1.261493E-05,0.0002727182,0.0002803905,-0.0009640337,-0.002386067,0.001122334,-0.1326665,-0.196462,0.2120998,88.06255,226.9848,173.3615,
2490.724,-0.0003890137,0.0004793978,0.0001810909,0.001936651,0.0003590496,-0.001005987,-0.1326837,-0.1964515,0.2120955,88.07066,226.9883,173.3672,
2504.686,-0.0003509352,0.0001804244,7.014001E-05,0.00198802,-0.0008503494,-0.003051437,-0.1326873,-0.1964587,0.2120845,88.07248,227.2299,173.6089,
2518.583,-0.0004580573,0.0003239053,-0.000207682,0.004061991,0.001392453,-0.002133196,-0.132703,-0.1964531,0.2120692,88.0797,227.1313,173.5131,
2532.804,-0.0003622663,5.356892E-05,-0.0003518501,0.001880532,0.0009106713,-0.0046492,-0.1327096,-0.1964616,0.2120526,88.08317,227.2353,173.6113,
2546.785,-0.0005590426,0.0004018168,-0.0004459682,0.006655993,0.001793852,-0.003985356,-0.1327139,-0.1964505,0.2120479,88.09218,227.3265,173.7104,
2560.691,-0.0003818568,4.940674E-05,-7.561535E-05,0.002737046,0.00113381,-0.00587376,-0.1327041,-0.1964625,0.2120606,88.09381,227.4144,173.7908,
2574.307,-0.0001823701,0.0002449297,-2.47169E-05,0.002873559,-0.0009035568,-0.00245315,-0.1326946,-0.1964602,0.2120599,88.09105,227.4462,173.8277,
2588.341,-0.0002211513,0.0002326037,0.0001395276,0.0001213914,0.001664883,-0.0001530142,-0.1326968,-0.196463,0.212061,88.09197,227.21,173.5896,
2602.301,-0.0003017971,0.0001936016,0.0002787414,-0.0003461111,0.002294602,0.0005713665,-0.1326995,-0.1964672,0.2120629,88.09258,227.1453,173.5244,
2616.132,-0.0001899327,0.0007164453,0.0004410273,0.001192212,-0.001631231,0.00181843,-0.1327025,-0.1964467,0.2120708,88.08685,227.2859,173.6697,
2630.194,-0.0002342074,0.0004177155,0.0008907773,-0.003660407,-0.001031685,0.001379378,-0.1327104,-0.1964541,0.212093,88.08154,227.1645,173.5399,
2644.345,-0.0002521123,0.000444679,0.0008752906,-0.00456831,-4.955905E-05,0.004650192,-0.1327124,-0.1964488,0.2121042,88.07533,226.9377,173.3152,
2658.041,-0.0001619279,-5.469776E-05,0.0008262752,-0.005917912,0.0006286061,0.004778302,-0.1327062,-0.1964655,0.2121182,88.07034,226.7597,173.134,
2672.132,-0.0001677786,0.0002741776,0.0009013377,-0.004021688,-0.002165114,0.003701041,-0.1327029,-0.1964549,0.2121345,88.06387,226.8766,173.2519,
2685.843,-0.0002364038,0.0004619,0.0007718831,-0.000934873,-0.00266718,0.002945083,-0.1327088,-0.1964455,0.2121346,88.06326,226.9636,173.3434,
2699.669,-0.0003457777,0.0004581363,0.0005295326,-0.001070186,-0.0006289435,-0.0004738637,-0.132717,-0.1964416,0.2121286,88.06741,227.0034,173.3791,
2713.297,-0.0003883348,0.000285934,0.0002759091,-0.0002663846,0.0008062074,0.0003474065,-0.1327235,-0.1964473,0.2121198,88.06882,226.9071,173.2845,
2727.458,-0.0005956497,0.0002261734,7.737775E-05,0.0004804481,0.002794496,-0.002475102,-0.1327374,-0.1964522,0.2121087,88.07685,226.9362,173.3112,
2741.48,-0.0005919997,0.0007478722,-1.272316E-05,0.003649767,0.0008042887,-0.003454412,-0.1327431,-0.1964306,0.2120992,88.08,227.1783,173.5581,
2755.278,-0.0008311257,0.000298303,-0.0001101094,0.005227812,0.003952689,-0.003634328,-0.1327546,-0.1964422,0.2120889,88.09003,227.196,173.5789,
2769.412,-0.0006043282,0.0002633912,-6.284555E-05,0.002219911,0.00296798,-0.003103295,-0.1327489,-0.1964421,0.2120825,88.08971,227.2053,173.5849,
2783.157,-0.0003189351,0.0002410164,-0.0001990286,0.001992053,-0.0008596279,-0.00305038,-0.1327389,-0.1964439,0.2120734,88.08675,227.3579,173.7373,
2796.891,-0.0004996295,0.0004302125,-3.725585E-05,0.003290379,-0.0003279075,-0.001131537,-0.1327452,-0.1964364,0.2120762,88.08828,227.313,173.6963,
2810.848,-0.0005823676,0.0004730015,0.0001408095,0.004144453,-0.0001021085,-0.002356608,-0.1327488,-0.1964324,0.2120863,88.09156,227.4202,173.8046,
2824.908,-0.0003714302,0.0003480031,0.0004174803,0.0003097226,-0.001587198,0.001221515,-0.132741,-0.1964375,0.2121045,88.08286,227.2815,173.6648,
2838.648,-0.0003823964,-2.031607E-05,0.0005918835,-0.002937245,0.001885386,0.002424709,-0.1327409,-0.1964529,0.2121208,88.08266,226.964,173.3427,
2852.577,-0.0003642864,0.0002303782,0.0008087863,-0.003790717,0.001657255,0.003650425,-0.1327439,-0.1964467,0.2121346,88.07777,226.7955,173.1733,
2866.596,2.448698E-05,0.0002452477,0.001072964,-0.00347254,-0.004284412,0.002752859,-0.1327323,-0.1964458,0.2121519,88.06731,227.0345,173.4118,
2880.4,-1.871058E-05,9.475806E-05,0.0008816659,-0.0004653932,-0.003302005,0.002222122,-0.1327312,-0.1964569,0.2121448,88.06892,227.0933,173.4753,
2894.159,5.03316E-05,0.0002099433,0.0007598604,-0.002282179,-0.001993489,0.003074226,-0.1327261,-0.1964561,0.2121392,88.06589,226.9439,173.3249,
2908.407,-0.000162111,-0.0001442216,0.0006498653,-0.003352976,0.001299573,0.001104002,-0.1327251,-0.1964734,0.21214,88.07004,226.8217,173.1973,
2922.46,-0.0001273192,0.000207619,0.0003241652,0.003367871,-0.001820273,-0.001356513,-0.1327085,-0.1964666,0.2121398,88.07308,227.188,173.5718,
2936.231,-0.0002135701,-6.728059E-05,0.0003387632,0.003755661,-0.0009642931,-0.001856764,-0.132699,-0.1964813,0.2121512,88.07583,227.2218,173.606,
2950.136,-0.0002907281,-5.857899E-05,0.0003708368,0.001442699,0.001246514,-0.002103074,-0.1326833,-0.1964888,0.2121618,88.07929,227.1352,173.5154,
2964.147,-0.0002945706,-0.0003626031,0.0002747522,1.292513E-05,0.003411218,-0.001751288,-0.1326629,-0.1965086,0.2121662,88.08306,227.0053,173.3833,
2977.994,-0.00013103,-7.862238E-05,0.0004094162,0.000642838,-0.0001893419,-0.002923256,-0.1326532,-0.1965055,0.2121672,88.08184,227.2152,173.5931,
2992.159,-0.0003770029,-0.0001950689,0.0003457592,0.003571129,0.002279945,-0.003230473,-0.1326644,-0.1965085,0.2121629,88.08603,227.1915,173.5745,
3006.077,-0.0003055971,8.506678E-05,0.0003565198,0.002796979,0.0005664607,-0.002230488,-0.1326667,-0.1965006,0.2121551,88.08839,227.3116,173.6955,
3019.831,-4.06407E-05,0.0001225382,0.0005599493,-0.001840792,-0.002355053,0.000526752,-0.1326461,-0.1964969,0.2121633,88.07796,227.2427,173.623,
3033.578,-0.0002085425,-0.0002646102,0.0006518684,-0.00200003,0.0006160325,0.0009747159,-0.1326407,-0.1965128,0.2121703,88.08122,227.0735,173.4525,
3047.532,-0.0001492427,0.0002386581,0.0005123968,0.001662257,-0.002276563,0.001094588,-0.1326483,-0.1964938,0.2121657,88.07868,227.2448,173.6302,
3061.482,-0.0002714477,0.0002582319,0.0006718064,0.0003639456,-0.002807745,-0.0008241625,-0.1326708,-0.1964872,0.2121698,88.07756,227.3121,173.6936,
3075.412,-0.0004746521,0.0003055882,0.0008132697,-0.001088443,0.0002896303,0.003394442,-0.1326915,-0.1964801,0.2121709,88.07502,226.9709,173.3546,
3089.578,-0.0002787222,-4.53496E-05,0.0007437687,-0.00324122,-0.0004676944,0.00270079,-0.1326824,-0.1964912,0.2121684,88.07095,226.9279,173.307,
3103.569,-0.0002322754,0.0004397339,0.0006361863,-0.0001820115,-0.0006934622,0.0001238674,-0.13268,-0.1964728,0.2121668,88.07431,227.0518,173.4321,
3117.549,-0.0002555193,0.0005368721,0.0006560366,0.0007520498,-0.001952824,-0.001325299,-0.1326872,-0.1964574,0.2121749,88.0739,227.1863,173.567,
3131.518,-0.0004087367,0.0003977686,0.0004256603,0.002797869,0.0005655432,-0.002229326,-0.1326993,-0.1964524,0.2121733,88.08112,227.2199,173.6029,
3145.211,-0.0003770818,0.0001909634,0.0003610081,0.001009351,0.00159804,0.0004439263,-0.1327007,-0.1964566,0.2121758,88.07919,227.0401,173.4238,
3158.949,-0.0003759124,0.0001165784,0.0004206623,-0.001251512,0.002602002,-0.001847555,-0.1326991,-0.1964644,0.2121807,88.08215,227.0131,173.3893,
3173.133,-0.0004336879,0.0007355213,0.0004036354,0.002798979,0.0005654485,-0.002230686,-0.1327041,-0.1964427,0.2121803,88.0846,227.2109,173.5936,
3186.977,-0.0005032193,0.0002328652,0.0005023394,0.001420791,0.00151954,-0.003925617,-0.1327169,-0.1964577,0.2121811,88.08807,227.2766,173.6556,
3200.771,-0.0005211617,0.0003020419,0.0006263059,-0.001223111,0.002326813,-2.645752E-05,-0.1327289,-0.1964553,0.2121829,88.08409,227.0607,173.4403,
3214.388,-0.0004237139,9.296295E-05,0.0006271538,-0.00246645,0.001242192,0.001697226,-0.1327313,-0.1964658,0.2121792,88.0799,226.9915,173.3707,
3228.536,-0.0002803064,0.0005473297,0.0006393275,-0.0009573789,-0.002407801,0.001121477,-0.1327315,-0.1964516,0.2121759,88.07562,227.193,173.5737,
3242.659,-0.0003567429,0.0003276043,0.0008088585,-7.346174E-05,-0.002458984,0.001717053,-0.1327356,-0.1964587,0.2121827,88.07441,227.2101,173.5932,
3256.442,-0.0004988709,0.0003016337,0.0006920333,0.0002347213,-0.0001173564,0.001440751,-0.132736,-0.1964637,0.2121787,88.07726,227.1499,173.5332,
3270.72,-0.0002852654,0.0002794203,0.0007191921,-0.003627569,-0.001328215,0.003195887,-0.1327215,-0.1964689,0.212178,88.06873,227.0038,173.3827,
3284.633,-0.0003681914,0.0001162661,0.0004560227,-0.001997646,0.0006101999,0.0009703937,-0.1327199,-0.1964778,0.2121715,88.07339,226.987,173.3642,
3298.323,-0.0003838018,0.0006246066,0.0005463581,-0.0001807972,-0.0006983935,0.0001179514,-0.1327169,-0.1964591,0.2121765,88.07278,227.0854,173.4648,
3312.343,-0.0003953599,0.0003281603,0.0004643286,0.0002880308,-0.001327424,-0.0006074392,-0.1327249,-0.1964603,0.2121704,88.07288,227.1687,173.5481,
3326.198,-0.0004249039,0.0004151974,0.000400565,-0.0002584236,0.0007878456,0.0003415296,-0.1327356,-0.1964468,0.2121582,88.07502,227.0574,173.4367,
3340.14,-0.0004273747,0.0001546455,9.946286E-05,0.0001293885,0.001644575,-0.0001612493,-0.1327434,-0.1964503,0.2121402,88.07828,227.0355,173.4145,
3353.748,-0.0003808799,0.0005313337,0.0001490799,0.0006760902,-0.0004707532,-0.001110133,-0.1327443,-0.1964376,0.2121324,88.07848,227.1767,173.5551,
3367.939,-0.0004984129,0.0002904486,0.0001415006,0.002801141,0.0005620389,-0.002238502,-0.1327509,-0.1964442,0.2121238,88.08521,227.2876,173.6682,
3381.626,-0.000386519,0.0004590665,0.0001015166,0.002413246,-0.0002940448,-0.001738091,-0.1327539,-0.1964417,0.2121125,88.08531,227.3703,173.7514,
3395.478,-0.0004374688,0.0001806824,1.761928E-05,-0.0003667334,0.002549491,-0.001259506,-0.1327641,-0.1964533,0.2121011,88.0889,227.1847,173.5616,
3409.427,-0.0004504579,-2.945598E-06,-5.717674E-05,-0.0003642276,0.002548557,-0.001260544,-0.1327668,-0.1964653,0.2120903,88.09013,227.1759,173.5516,
3423.428,-0.0004310595,0.000105311,0.0001176112,-0.0007234316,0.001417261,0.001062165,-0.1327642,-0.1964684,0.2120862,88.08572,227.1258,173.5042,
3437.153,-0.0002145652,1.67868E-05,6.005331E-05,-0.0005358814,-0.00182945,0.002436266,-0.1327544,-0.1964779,0.2120759,88.07858,227.2437,173.6247,
3451.463,-0.0005225001,-8.396048E-05,0.0002385797,-0.002900138,0.001593188,0.004235736,-0.1327696,-0.1964841,0.2120791,88.07807,226.9545,173.3336,
3465.351,-0.000509301,-0.0002607423,0.0001623303,-0.004637239,0.001415383,0.004864129,-0.1327746,-0.1964948,0.2120731,88.07319,226.8235,173.2,
3479.06,-0.0005101668,0.0001166497,-3.947425E-05,-0.001885604,-0.001153277,0.002561321,-0.1327737,-0.19649,0.2120614,88.07045,227.0074,173.385,
3493.013,-0.0007007889,5.174743E-05,2.874999E-05,-0.00103095,-0.0009267385,0.001336351,-0.132781,-0.1964971,0.2120611,88.06953,227.033,173.4104,
3507.046,-0.0007913434,6.98189E-05,3.649545E-05,-0.001964185,0.0003306607,0.002784977,-0.1327907,-0.1964994,0.2120564,88.0672,226.8857,173.2629,
3521.158,-0.0007494361,-0.0001899953,-0.0001900447,-0.00334206,0.001285991,0.001091231,-0.1327985,-0.1965096,0.2120298,88.06873,226.8446,173.2173,
3534.961,-0.0007546537,5.253259E-05,-0.0004031022,-0.0006425544,-7.211896E-05,0.0008351368,-0.1328086,-0.196504,0.2120001,88.06863,226.9378,173.3145,
3548.794,-0.0008655739,0.0001713556,-0.0005264507,0.002725616,0.00204105,-0.002019689,-0.1328119,-0.1965028,0.2119858,88.0796,227.0485,173.4275,
3562.747,-0.000714079,0.0001599098,-0.0005787833,0.003272254,-7.467606E-05,-0.002968663,-0.1328027,-0.1965053,0.211974,88.08092,227.2646,173.6441,
3576.651,-0.0005955398,3.975042E-05,-0.0006602688,0.003193622,0.00140844,-0.002745778,-0.1327875,-0.1965124,0.2119603,88.08664,227.2656,173.6459,
3590.869,-0.0004444246,-0.0001552266,-0.000629404,0.001843477,0.002087416,-0.002618455,-0.1327756,-0.1965228,0.211952,88.08971,227.2265,173.6045,
3604.742,-0.0003978847,0.0001491197,-0.0004902798,0.001893495,0.0008750368,-0.004665452,-0.1327682,-0.1965142,0.2119491,88.09351,227.3841,173.7592,
3618.281,-0.0003783233,0.0001282023,-0.0003157116,0.002804532,0.000551021,-0.002246132,-0.1327576,-0.1965122,0.2119544,88.09381,227.3976,173.7773,
3632.364,-0.0001915352,0.0001894119,-0.0001502302,0.001095041,9.885199E-05,0.0002038953,-0.1327387,-0.1965067,0.2119621,88.09043,227.3421,173.7223,
3646.491,-4.4083E-05,6.619023E-05,-5.292794E-05,-0.002845863,0.0003739019,0.002185039,-0.1327289,-0.1965107,0.2119656,88.08521,227.1457,173.5214,
3660.408,-3.751768E-05,0.0003916365,-4.021895E-05,-0.003233194,-0.0004821714,0.002685593,-0.1327265,-0.196499,0.2119651,88.08083,227.0977,173.4729,
3674.44,-3.730938E-05,0.0005198247,0.0002759136,-0.004007504,-0.002195557,0.003685777,-0.1327222,-0.1964893,0.2119806,88.07319,227.067,173.4418,
3688.527,-7.082926E-05,0.0003059933,0.0003042667,-0.003124902,-0.002244983,0.004282534,-0.1327184,-0.1964937,0.2119898,88.06923,227.0419,173.4189,
3702.461,-0.0001688791,0.0001287115,0.0003001726,-0.004941621,-0.0009371125,0.005135128,-0.132719,-0.196497,0.2119972,88.06407,226.8532,173.2284,
3715.86,1.429369E-05,0.0001569311,2.165614E-05,-0.003927468,-0.003682314,0.003459941,-0.132702,-0.1964988,0.2119916,88.05821,226.9644,173.3389,
3729.908,-0.0003785068,0.0001398977,-2.558457E-05,-0.001573117,0.001177586,0.002281317,-0.132707,-0.1965005,0.2119933,88.06528,226.7925,173.1685,
3744.105,-0.0001965041,0.000128628,-0.0002849654,0.002141172,-0.00292664,0.0003516476,-0.1327003,-0.1965018,0.211982,88.06245,227.1138,173.4945,
3757.861,-0.0004019555,0.0002117488,-0.0003969895,0.001072084,0.0003707905,-0.001617834,-0.1327157,-0.1965019,0.2119699,88.06892,227.06,173.4368,
3771.921,-0.00034641,-0.0001223195,-0.0005194171,-0.0007733939,0.001952547,-0.002588004,-0.1327188,-0.1965172,0.2119562,88.07278,227.0066,173.3788,
3785.481,-0.0003716944,-5.047128E-05,-0.0007452852,0.001738752,0.003841125,-0.004217374,-0.1327051,-0.1965249,0.2119442,88.08347,227.0758,173.4496,
3799.43,-0.000148361,0.0001398536,-0.0006845083,0.003663976,0.0007705399,-0.003471895,-0.1326837,-0.1965242,0.2119407,88.08398,227.2786,173.6573,
3813.26,-0.0003384168,-3.570154E-05,-0.000808236,0.006147982,0.002932667,-0.006921878,-0.1326895,-0.196533,0.2119327,88.09865,227.4754,173.8544,
3827.537,-0.0001707196,1.698875E-05,-0.0006468219,0.002672825,0.002578411,-0.005666118,-0.1326873,-0.1965294,0.2119343,88.09834,227.4465,173.8222,
3841.705,-0.0001137129,-0.0002117475,-0.000489863,0.001458576,0.001220918,-0.002118546,-0.1326918,-0.1965426,0.2119363,88.09648,227.2875,173.6652,
3855.235,-0.0002192215,1.604362E-05,-0.000159038,0.001406406,0.002431711,-7.278472E-05,-0.132693,-0.1965352,0.2119449,88.09638,227.261,173.6408,
3869.358,7.573325E-05,2.596906E-06,2.048858E-05,0.001648116,-0.002026053,-0.0007439738,-0.1326822,-0.1965368,0.2119536,88.09115,227.5099,173.8902,
3883.028,2.27048E-05,0.0001522226,0.0001793775,-0.0001413292,-0.0009925091,0.001929411,-0.1326812,-0.19653,0.2119598,88.08664,227.357,173.7378,
3896.771,0.0001181849,-0.0002460275,0.000295079,-0.004550497,-8.844468E-05,0.004634223,-0.132675,-0.1965431,0.2119671,88.07807,227.0362,173.4127,
3911.121,0.0003346493,0.0001291111,0.0005635235,-0.006098694,-0.003514239,0.006635009,-0.1326624,-0.196533,0.2119866,88.06437,226.9463,173.3217,
3925.13,0.0002500371,0.0002368348,0.0004671906,-0.003427794,-0.004595856,0.004557263,-0.1326596,-0.1965273,0.2119973,88.06134,227.0433,173.4208,
3938.8,0.0002206832,0.0003223423,0.0004037289,-0.002127914,-0.004067787,0.006475814,-0.1326543,-0.1965221,0.2120074,88.05579,226.9598,173.3419,
3952.696,0.0001810785,0.0003022441,0.0002039116,-0.00311752,-0.002256053,0.004281893,-0.132649,-0.196519,0.2120102,88.0556,226.8833,173.262,
3966.646,0.0001533797,5.411803E-05,0.0001525648,-0.005349609,-0.001527184,0.003813351,-0.132644,-0.1965276,0.2120162,88.05167,226.7365,173.1099,
3980.323,0.0002490999,0.0003968703,-3.036147E-05,-0.001358576,-0.003011019,-0.0002158433,-0.1326392,-0.1965149,0.2120108,88.0562,227.0113,173.3861,
3994.132,-4.273203E-05,0.0001641153,-0.0003424567,0.002784781,0.0008158406,-0.004069314,-0.1326511,-0.1965217,0.2119973,88.07095,227.1352,173.5125,
4008.416,-0.0001751366,3.455018E-05,-0.0004921363,0.003480911,0.004013022,-0.004845068,-0.1326575,-0.1965247,0.2119885,88.08102,227.1392,173.5171,
4022.379,-0.0001737965,-0.0002496471,-0.0006859848,0.00425532,0.00572468,-0.005846702,-0.1326589,-0.1965344,0.2119794,88.09054,227.1825,173.5603,
4036.119,0.0001029932,0.0001407279,-0.0005418103,0.00444327,0.002477474,-0.004472582,-0.1326501,-0.1965213,0.2119827,88.09013,227.3096,173.6895,
4050.048,-0.0001023998,0.0002065629,-0.0004353459,0.005687164,0.003557729,-0.006200652,-0.1326506,-0.1965192,0.2119778,88.10071,227.4669,173.8476,
4063.967,8.920624E-05,0.0002037715,-0.0003129094,0.004912516,0.00184552,-0.005199163,-0.1326367,-0.19652,0.2119762,88.10174,227.595,173.9764,
4077.623,0.0001535744,1.302597E-05,-9.156567E-06,0.0005321412,0.002477074,-0.0006725062,-0.1326335,-0.1965271,0.2119844,88.09711,227.3304,173.7107,
4091.822,0.0002936744,0.0001141785,0.0002671033,-0.002367094,-0.0002679741,0.001457809,-0.1326306,-0.1965248,0.2119955,88.0889,227.2686,173.6458,
4105.783,0.0003303589,0.0004011578,0.000392768,-2.845132E-05,-0.002759104,0.003524756,-0.1326274,-0.1965125,0.2120078,88.08276,227.3139,173.6974,
4119.541,0.00036412,0.0003328188,0.000792397,-0.002568969,-0.004372966,0.003331294,-0.1326157,-0.1965163,0.2120456,88.07451,227.3096,173.6888,
4133.331,0.0003416869,0.000489185,0.001086162,-0.006095254,-0.00351818,0.0066326,-0.1326068,-0.1965097,0.2120811,88.06316,227.014,173.3911,
4147.272,0.0003274459,2.38886E-05,0.0007118798,-0.005707786,-0.00266394,0.006131573,-0.1326075,-0.1965272,0.212078,88.05902,226.9132,173.2897,
4161.269,0.0001844025,0.0003008143,0.0006979079,-0.004853182,-0.002437512,0.004906475,-0.132615,-0.1965193,0.2120842,88.0559,226.8678,173.2433,
4175.159,-7.775623E-05,0.0001035387,0.0006598647,-0.002728404,-0.00140772,0.003775971,-0.1326191,-0.1965281,0.2120864,88.05579,226.8745,173.2521,
4189.287,9.2161E-05,0.0002490073,0.000426284,-0.0005243565,-0.001860249,0.002422903,-0.132598,-0.1965298,0.2120781,88.05599,226.9938,173.3738,
4203.31,4.032979E-05,-7.295713E-05,-5.48231E-05,0.001465319,0.001210964,-0.00212436,-0.1325896,-0.1965459,0.2120592,88.06781,227.0814,173.459,
4217.165,8.6507E-05,3.507415E-05,-0.000390161,0.003641241,0.001034386,-0.005298084,-0.1325943,-0.1965481,0.212042,88.07542,227.2761,173.6532,
4231.211,-6.343621E-05,0.0004076269,-0.0003853419,0.005766561,0.002066432,-0.006426718,-0.1326062,-0.1965353,0.2120349,88.0845,227.384,173.7637,
4245.021,-5.768432E-05,-8.362753E-06,-0.0003126105,0.005270225,0.002967157,-0.007525709,-0.1326037,-0.1965501,0.2120339,88.09218,227.4919,173.87,
4258.842,6.236663E-05,-0.0001869829,-0.0004445619,0.006568914,0.003498632,-0.005607201,-0.1325857,-0.1965614,0.2120301,88.09813,227.5496,173.9333,
4272.975,0.0002685891,-0.0003923665,-0.0002878807,0.003203102,0.001385102,-0.002751507,-0.1325676,-0.1965775,0.2120381,88.09361,227.4901,173.8719,
4286.731,0.0001755944,1.509942E-05,0.0001560235,0.0005026074,0.002742714,-0.002497213,-0.1325701,-0.1965655,0.2120555,88.09669,227.3839,173.761,
4300.611,0.0003694402,-8.564697E-05,0.000479084,0.0002753626,-0.001084819,-0.00244327,-0.1325602,-0.1965685,0.2120729,88.09197,227.5865,173.964,
4314.183,0.0004417052,0.0001771891,0.0007447212,-0.0005492329,-0.001584837,0.0006033345,-0.1325595,-0.1965612,0.2120914,88.08685,227.5109,173.8916,
4328.347,0.0004648318,-7.617482E-05,0.0007153291,-0.003141387,-0.001988015,0.002456167,-0.1325618,-0.1965712,0.2121027,88.0797,227.3552,173.734,
4342.443,0.0005178884,-0.0009661993,0.000997543,-0.007549057,-0.001083251,0.005161179,-0.1325578,-0.1966073,0.2121274,88.07014,227.0248,173.3976,
4356.22,0.0006822635,-0.001056511,0.001021639,-0.002977381,-0.004301675,0.007696162,-0.1325448,-0.1966364,0.2121459,88.05993,227.1117,173.4937,
4370.371,0.000645793,-0.000830517,0.000785532,-0.002489198,-0.005864137,0.003103369,-0.1325389,-0.1966316,0.2121534,88.0562,227.3514,173.7309,
4384.463,0.0004461252,0.003790863,0.00055828,0.001844629,-0.004628195,0.00631203,-0.1325416,-0.1964457,0.2121484,88.05258,227.2941,173.6859,
4398.12,0.0001227896,-0.001442778,0.0004839003,-0.006393477,0.000829818,-0.002027792,-0.1325523,-0.1966129,0.212145,88.05862,227.1623,173.5285,
4412.064,-0.0002565397,-0.00105253,0.0003434365,-0.0004525152,0.004938439,0.002823086,-0.1325711,-0.1966135,0.2121381,88.06458,226.8613,173.2417,
4426.089,-0.000229247,0.0004784407,6.826075E-06,0.0005036677,0.002746347,-0.002495903,-0.1325824,-0.1965717,0.2121169,88.07137,227.0975,173.4736,
4440.104,-0.0001345456,0.0008463215,-0.0002981973,0.0005242679,0.001810794,-0.006365704,-0.1325866,-0.1965382,0.2120964,88.07817,227.3118,173.6822,
4453.652,0.0002201243,-0.0009481823,-0.0004631403,0.004107082,0.0004019401,-0.006024595,-0.1325649,-0.1966,0.2120834,88.08174,227.5664,173.9418,
4467.798,0.0002416611,-0.0009028784,-0.0006378135,0.008518768,0.000155789,-0.003038908,-0.1325515,-0.1966134,0.212068,88.08541,227.6756,174.0649,
4481.452,7.113555E-05,0.001314001,-0.0003786517,0.004024622,0.001886955,-0.00580151,-0.1325597,-0.1965284,0.2120633,88.09013,227.7355,174.1163,
4495.189,0.0002235862,0.0005961891,-0.0003279828,0.003220886,0.0004494863,-0.006622225,-0.1325577,-0.1965377,0.2120533,88.09197,227.9367,174.3133,
4509.532,-1.490845E-05,-0.0005258074,0.0001057606,0.002599575,0.004715355,0.000240322,-0.1325697,-0.1965775,0.2120671,88.09422,227.486,173.8704,
