time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z
4523.592,-1.437573E-06,-0.0001124129,0.0004400341,-0.004100131,0.006897189,-0.00116779,-0.1325746,-0.1965691,0.212085,88.09648,227.2005,173.5718,
4537.251,0.000283035,0.0009151041,0.0007414538,-0.005153567,0.002569111,0.001933186,-0.1325663,-0.1965236,0.2121061,88.08582,227.1344,173.5054,
4551.14,0.0006231723,5.576659E-05,0.0007763057,-0.001798533,-0.002664003,0.002327583,-0.132551,-0.1965445,0.2121166,88.07766,227.3725,173.7492,
4565.077,0.0009163729,-9.255727E-05,0.0008346023,-0.000650961,-0.007445793,0.004074035,-0.1325343,-0.196553,0.2121295,88.06376,227.5333,173.9162,
4578.674,0.0008249268,0.0002615224,0.0009530563,-0.00420389,-0.006311536,0.005552836,-0.1325366,-0.1965412,0.2121461,88.05389,227.3338,173.7135,
4593.018,0.0006339313,0.0003863903,0.0009415923,-0.005165511,-0.004776608,0.005180216,-0.1325478,-0.1965316,0.2121579,88.04896,227.2258,173.6025,
4606.962,0.0001249379,6.594431E-05,0.0008394961,-0.003148635,-0.001982997,0.002452719,-0.1325729,-0.1965413,0.2121625,88.05348,227.1973,173.5738,
4620.76,-0.0003392241,-0.0002544416,0.0005623382,-0.001181565,0.002020535,0.001773499,-0.1325962,-0.1965543,0.2121489,88.06023,227.0622,173.4404,
4634.453,-0.0002955493,0.000332926,5.376884E-05,0.001410066,0.002423763,-8.01821E-05,-0.1326052,-0.1965319,0.2121217,88.06569,227.1262,173.5059,
4648.487,-0.0003665997,-0.000133294,8.922976E-06,-0.0004654319,0.004282994,-0.002871237,-0.1326092,-0.1965495,0.2121163,88.07217,227.0924,173.4647,
4662.335,-0.0001078498,-8.952136E-05,-0.0002055268,0.002392867,-4.74659E-05,-0.00357648,-0.1325987,-0.1965505,0.2121025,88.07116,227.4158,173.7929,
4676.183,-5.61214E-05,-0.0001803697,-0.0005239999,0.005452689,-0.0002722004,-0.006153714,-0.1326035,-0.1965581,0.2120806,88.07685,227.6567,174.0388,
4690.33,5.1764E-05,-1.534131E-05,-0.0006160549,0.005948003,-0.001178209,-0.005055846,-0.1326115,-0.1965468,0.2120616,88.08112,227.8387,174.222,
4704.417,-0.0002253904,1.696739E-05,-0.0003505515,0.001846008,0.002071282,-0.0026275,-0.132633,-0.1965435,0.212056,88.08378,227.6061,173.9855,
4718.214,-0.0004445747,8.971978E-05,-0.0001877346,0.001685973,0.005042914,-0.002180482,-0.1326536,-0.1965436,0.2120441,88.09156,227.4927,173.8715,
4732.351,-0.0006383655,-1.184604E-05,0.0001882481,-0.0006799579,0.008467022,-0.0003802786,-0.1326738,-0.1965476,0.2120445,88.09648,227.2014,173.5778,
4746.546,-0.000351043,-0.0001061846,0.0001500604,-5.419797E-05,0.004867126,-0.001552825,-0.1326728,-0.1965524,0.2120387,88.09546,227.3888,173.7644,
4760.407,0.000150945,1.59395E-05,0.0003789165,-0.002377463,-0.0002681232,0.00145207,-0.1326609,-0.1965478,0.2120463,88.08296,227.3859,173.7618,
4774.131,0.00050507,4.002194E-05,0.0006193057,-0.004891386,-0.0021594,0.00307969,-0.1326452,-0.196551,0.2120575,88.07359,227.2899,173.6627,
4788.295,0.0006724174,0.0002989496,0.0004313301,-0.0008425087,-0.004196005,0.00269647,-0.1326254,-0.1965466,0.212054,88.07055,227.4432,173.8226,
4802.228,0.0005067151,0.0001407103,0.0006787236,-0.001776546,-0.002937049,0.004145251,-0.1326164,-0.1965567,0.2120683,88.06518,227.3079,173.6874,
4815.781,0.0003673544,0.0002538844,0.0007881448,-0.004059005,-0.001000791,0.005722611,-0.1326089,-0.1965482,0.2120851,88.05912,227.1015,173.4798,
4829.804,0.0003038091,-0.0005768886,0.0004640859,-0.005128358,0.002295564,0.003753873,-0.1326001,-0.1965794,0.2120863,88.06124,226.9259,173.2986,
4843.738,0.0003946743,0.0002634529,0.0002696964,-0.001049831,-1.760334E-05,0.005190557,-0.1325955,-0.1965546,0.2120819,88.05761,226.9524,173.3327,
4857.391,5.19206E-05,0.0004611998,2.354937E-05,-0.0002518091,0.0007621652,0.0003217205,-0.1326196,-0.1965418,0.2120637,88.06407,227.0762,173.4522,
4871.551,0.0002049774,0.0008767059,-0.0001650164,0.001255559,-0.002886989,-0.000254943,-0.1326258,-0.1965187,0.2120464,88.05962,227.3062,173.6844,
4885.566,-5.288339E-05,-0.0003149715,-0.0003751988,0.0001071927,0.001895868,-0.001999859,-0.1326406,-0.1965554,0.2120303,88.06882,227.1636,173.5382,
4899.513,-0.000178068,-7.55665E-05,-0.0005000436,0.0009900756,0.001846189,-0.001403092,-0.1326503,-0.1965523,0.2120159,88.07075,227.1597,173.536,
4913.02,-0.0003058221,0.0006246539,-0.0005267629,0.002341628,0.001167151,-0.001531593,-0.1326594,-0.1965197,0.2120063,88.07369,227.2502,173.6288,
4927.148,-0.000366737,-2.591186E-05,-0.0004611981,0.002233505,0.002928545,-0.003129703,-0.1326675,-0.1965343,0.2119997,88.08194,227.2912,173.6669,
4941.345,-0.0002834563,-8.845223E-05,-0.0004558695,0.002621265,0.003782515,-0.003630857,-0.132667,-0.1965358,0.2119908,88.0889,227.3512,173.7276,
4955.013,1.130523E-05,-0.0002638046,-0.0006632294,0.003196689,0.001391561,-0.002757013,-0.132652,-0.1965477,0.2119759,88.08951,227.4563,173.8352,
4969.162,7.404284E-05,0.0005485054,-0.0003404088,0.0009636086,0.00211942,-0.003226758,-0.1326425,-0.1965208,0.2119807,88.09177,227.4251,173.7997,
4982.886,0.0004444416,0.0006555013,-0.0002456405,0.002581479,-0.003292402,-0.002202404,-0.1326296,-0.196512,0.2119829,88.08603,227.7108,174.0902,
4996.582,0.0002694133,0.0003139261,1.314502E-05,0.001180072,-0.001402492,-2.951645E-05,-0.1326357,-0.1965235,0.2119941,88.08613,227.5806,173.9607,
5010.572,0.0002118227,8.508981E-05,0.0002251657,-0.001958432,0.0003084766,0.00277259,-0.1326389,-0.1965322,0.2120053,88.08194,227.3488,173.7278,
5024.656,0.0003002361,0.0002338448,0.0001732936,-0.00322847,-0.0004985204,0.002676396,-0.1326371,-0.1965296,0.2120097,88.07726,227.2893,173.6654,
5038.347,0.0003084056,0.0003924577,0.0003176668,-0.002349321,-0.0005503137,0.003271523,-0.132633,-0.1965228,0.2120236,88.07369,227.1953,173.5726,
5052.704,0.0005467966,6.875784E-05,0.0004343939,-0.002190594,-0.003521513,0.002822907,-0.1326097,-0.1965366,0.2120437,88.06589,227.2887,173.6649,
5066.561,0.0004861206,0.0002307974,0.0006237073,-0.003979038,-0.002489436,0.005497084,-0.1325943,-0.1965341,0.2120677,88.0573,227.0811,173.4582,
5080.231,0.0006167749,-0.0001107593,0.0003561275,-0.003431438,-0.00460644,0.004548871,-0.132581,-0.1965497,0.212069,88.05077,227.1621,173.539,
5094.045,0.0003845297,0.0007754194,0.0003143341,-0.002655787,-0.00289453,0.003548474,-0.1325829,-0.1965203,0.2120766,88.05117,227.0959,173.4727,
5108.34,0.0001098894,-9.443982E-05,0.0001496627,-0.001440548,-0.001536121,1.063512E-06,-0.1325889,-0.1965485,0.212074,88.0555,227.2039,173.5783,
5122.232,-0.0001327318,0.0003447453,-0.0002640828,0.002838172,0.0002525224,-0.0004341584,-0.132598,-0.1965304,0.2120566,88.06194,227.2572,173.6381,
5136.007,-0.0001616065,-8.099711E-05,-0.0005185584,-0.0003837122,0.002793536,-0.003096657,-0.1326041,-0.1965439,0.2120383,88.0676,227.1739,173.5461,
5149.93,-0.0002411844,-0.0001344774,-0.0006788233,0.0004197389,0.004229403,-0.002275438,-0.1326207,-0.1965471,0.2120125,88.07177,227.1038,173.4767,
5163.915,5.43028E-06,-2.676394E-05,-0.0008286106,0.003773303,-0.001006593,-0.00188325,-0.1326265,-0.1965459,0.2119823,88.06963,227.4364,173.8161,
5177.442,-0.0001726762,-0.0002003426,-0.001046749,0.007557484,0.001687284,-0.003416495,-0.1326351,-0.1965587,0.2119565,88.08194,227.5828,173.9681,
5191.669,-0.0001488235,0.0001265903,-0.000908453,0.003587053,0.002239285,-0.003258175,-0.1326348,-0.1965544,0.2119436,88.08389,227.5507,173.9302,
5205.575,-8.06997E-05,-0.000289384,-0.0009192313,0.001852741,0.002065324,-0.002628731,-0.1326357,-0.1965738,0.2119269,88.08521,227.5404,173.9182,
5219.665,-6.638803E-05,-9.367205E-05,-0.0007561531,0.001881009,0.001790376,-0.0008065416,-0.1326503,-0.1965712,0.2119202,88.08828,227.4698,173.8497,
5233.382,1.096733E-05,-0.0001659392,-0.0005815933,0.001465408,0.001209411,-0.002127989,-0.1326584,-0.1965734,0.211918,88.08941,227.5399,173.9182,
5247.288,0.0003381073,0.0001635784,-0.0004946959,0.002146906,-0.00294297,0.0003452933,-0.1326503,-0.1965632,0.2119151,88.08184,227.6432,174.0258,
5261.234,0.0004313025,-0.0002256571,-0.0002538284,-0.002290162,-0.001762035,0.001227919,-0.1326472,-0.1965777,0.2119197,88.07777,227.4307,173.807,
5275.188,0.000445063,-0.0004716684,8.553512E-05,-0.00446804,-0.00158758,0.004403464,-0.1326418,-0.1965937,0.2119313,88.07045,227.2032,173.5791,
5289.328,0.0004135395,-0.0001103424,3.844511E-05,-0.0013019,-0.003575007,0.003423297,-0.1326328,-0.1965877,0.2119375,88.0671,227.3697,173.7496,
5303.313,0.0003275273,-8.235491E-05,-4.779606E-05,-0.001330273,-0.003299229,0.00160133,-0.1326268,-0.1965909,0.2119426,88.06467,227.4309,173.8092,
5316.815,4.102058E-05,-0.0001295533,2.249763E-06,-0.003692983,0.0001243586,0.003404853,-0.1326417,-0.1965944,0.2119488,88.06124,227.1461,173.5231,
5330.907,8.477053E-05,-0.0005402795,-4.788752E-05,-0.00496341,-0.0006820751,0.003308578,-0.1326486,-0.1966156,0.2119511,88.05599,227.0586,173.4326,
5344.99,-0.0003306541,-0.0001488504,-0.0001394182,-0.002035984,0.001785705,0.003002894,-0.1326716,-0.1966077,0.2119565,88.06033,226.9565,173.3338,
5358.861,-0.0001338653,4.761232E-05,-0.0004022964,0.001259444,-0.002897356,-0.0002495489,-0.1326695,-0.1966006,0.2119528,88.05882,227.3391,173.7185,
5372.902,-0.000327233,-0.0001244244,-0.0005236153,0.002838264,0.0002516035,-0.0004268216,-0.1326815,-0.1966064,0.2119488,88.06528,227.2822,173.6641,
5386.664,-0.0003675678,-0.0003466548,-0.0004074982,-0.0007439869,0.001660173,-0.0007676378,-0.1326873,-0.1966084,0.2119472,88.06589,227.1702,173.5467,
5400.658,-0.0004177324,-0.0001713627,-0.000517993,0.001488571,0.0009311198,-0.0002989102,-0.1326937,-0.1965992,0.2119365,88.06792,227.2576,173.6384,
5414.206,-0.0004428711,1.643751E-05,-0.0005717337,0.004161423,-0.0001535078,-0.002374073,-0.132697,-0.1965907,0.211932,88.07278,227.4715,173.8553,
5428.296,-0.0004976169,-0.0002168534,-0.0006157756,0.00405387,0.001607679,-0.003972273,-0.1327017,-0.1966005,0.2119278,88.08051,227.5144,173.8968,
5442.406,-0.0003787716,-0.0001528829,-0.0006880856,0.003201778,0.001381934,-0.002745995,-0.1327039,-0.1965996,0.2119216,88.08163,227.4889,173.8718,
5456.156,-0.000289188,-0.0002687939,-0.0005834443,0.001931358,0.0005753599,-0.00284234,-0.1327102,-0.1966063,0.2119204,88.08215,227.4995,173.8797,
5470.314,-0.0003142017,-5.178816E-05,-0.000265402,0.001464295,0.001205294,-0.002117879,-0.1327176,-0.1965997,0.2119282,88.08327,227.4489,173.8291,
5484.368,-7.984633E-06,-0.0001255299,-9.931975E-05,0.00115628,-0.001139658,-0.001839423,-0.1326883,-0.1966002,0.2119444,88.07929,227.5583,173.9391,
5498.059,-5.291418E-05,-3.502291E-05,4.432903E-05,-0.0002448344,0.0007500001,0.0003339559,-0.1326697,-0.1965944,0.2119606,88.07796,227.4043,173.7861,
5512.103,5.389564E-05,-0.0003510653,0.0002929044,-0.004571549,0.0001719402,0.002816371,-0.1326613,-0.1966053,0.2119787,88.06934,227.2058,173.5839,
5526.101,9.096685E-05,-0.0003102753,0.0002997049,-0.004104618,-0.0004576911,0.002091755,-0.1326657,-0.1966101,0.2119895,88.06792,227.2094,173.5866,
5539.988,8.66362E-05,-0.0001165009,0.0001122969,-0.0005499074,-0.001589433,0.0006094538,-0.1326692,-0.1966069,0.2119959,88.06974,227.3459,173.7276,
5553.526,-1.053986E-05,-7.184834E-05,5.76178E-05,0.0003328007,-0.001638984,0.001206336,-0.1326678,-0.1966096,0.2120034,88.06812,227.3503,173.7341,
5567.559,0.0001062246,-0.0001669476,1.199558E-05,-0.0005219238,-0.00186531,0.002431232,-0.1326606,-0.1966153,0.2120096,88.06396,227.2713,173.6555,
5581.329,-0.0001279068,-0.0006029615,-0.0001326061,-0.001591227,0.001429843,0.0004596647,-0.1326627,-0.1966384,0.2120065,88.06842,227.1679,173.5476,
5595.113,-8.352342E-05,-0.0001734426,-0.000125303,0.0002253787,0.0001208593,-0.0003929639,-0.1326549,-0.1966287,0.2120083,88.0676,227.3,173.6814,
5609.412,-0.000157048,-0.000262789,-9.055057E-05,-0.0005791818,-0.001314656,-0.00121457,-0.1326577,-0.1966332,0.2120079,88.06498,227.4011,173.781,
5623.49,-0.0004878048,-0.0004375826,-5.036188E-05,-0.001671151,0.002915963,0.0006835496,-0.1326763,-0.1966389,0.2120064,88.06831,227.1529,173.5331,
5637.177,-0.0004170648,-0.0006679533,-0.0002619193,-0.002059631,0.002057311,0.001182597,-0.1326784,-0.19665,0.2119979,88.0671,227.1202,173.4996,
5651.101,-0.0004795248,-0.0006545127,-5.111886E-05,-0.002167569,0.003818738,-0.0004149638,-0.1326682,-0.1966556,0.2120129,88.07177,227.0921,173.4683,
5665.051,-0.0001691754,-0.0002804025,-0.000199506,0.001157468,-0.001140909,-0.00184423,-0.1326451,-0.1966441,0.2120166,88.06903,227.4347,173.8153,
5678.929,1.103468E-05,-8.939376E-05,-0.0001397181,0.0008498448,-0.003480335,-0.001567242,-0.1326467,-0.1966369,0.2120164,88.06589,227.541,173.9222,
5693.115,-0.0003319957,-0.0004373699,-0.0002507039,0.0001173617,0.001882167,-0.001992251,-0.1326733,-0.1966466,0.2120078,88.07471,227.3323,173.7117,
5707.051,-0.0002054105,-0.0005529477,-0.0003017045,-0.0001912685,-0.0004594634,-0.001716238,-0.1326804,-0.1966529,0.212001,88.07066,227.4093,173.7884,
5720.823,-0.0003001109,-8.009846E-05,-0.0001771798,0.001079298,0.0003468759,-0.001619871,-0.1326939,-0.1966354,0.2120019,88.07369,227.4005,173.7818,
5734.564,-0.0003011137,-0.0005028653,-0.0001865312,0.001517846,-9.288546E-06,-0.004168266,-0.1327055,-0.1966464,0.211999,88.07796,227.547,173.9256,
5748.499,-0.0001904048,-0.000292069,-9.515185E-05,0.001107574,6.999915E-05,0.0002004916,-0.1326958,-0.1966403,0.2119973,88.07491,227.3898,173.7729,
5762.418,-6.190842E-05,-0.0005443635,-0.000203463,0.0006917747,-0.0005104758,-0.001120986,-0.132685,-0.196652,0.2119883,88.07664,227.4564,173.837,
5776.38,-0.0002456254,-0.0002471077,-0.0002207009,0.003234064,0.001103455,-0.0009272452,-0.1326908,-0.1966436,0.2119888,88.08205,227.4308,173.8158,
5790.615,-2.087188E-05,-0.0002499611,0.000229462,-0.0001894844,-0.0004605896,-0.001717041,-0.1326826,-0.1966387,0.2120133,88.07888,227.4557,173.8347,
5804.536,3.589197E-06,-0.0002051707,0.0001158713,0.0007727791,-0.001994728,-0.001342438,-0.1326825,-0.1966339,0.2120168,88.07726,227.5692,173.9508,
5817.977,-0.0001010198,-0.0004583121,0.0003640602,-0.003248367,-0.0002326577,0.0008622728,-0.1327014,-0.1966409,0.2120271,88.07379,227.3069,173.6845,
5832.115,-0.0001528741,-0.0004640371,0.0001460318,-0.0005208686,-0.00186644,0.002428775,-0.1327184,-0.1966423,0.2120218,88.06994,227.3263,173.71,
5846.238,-0.0002338881,-0.0002839447,0.0004028199,-0.002257161,-0.002044406,0.003056271,-0.1327266,-0.1966334,0.2120336,88.06558,227.2315,173.613,
5860.221,-0.0005315692,-0.0006782523,0.0003858329,-0.001948721,0.0002970206,0.00278023,-0.1327406,-0.196647,0.2120365,88.0671,227.1321,173.5139,
5873.897,-0.0004683829,-0.0002647382,0.0001372267,-0.0005989525,-0.0003842376,0.002652535,-0.13274,-0.196633,0.2120341,88.06487,227.157,173.5413,
5887.872,-0.000300519,-0.0003327155,0.0001776302,-0.003139981,-0.001996847,0.002459282,-0.1327269,-0.1966327,0.2120478,88.05701,227.1076,173.4874,
5901.816,-0.0004062767,-2.991609E-05,0.0002402819,-0.001014811,-0.0009643395,0.00133082,-0.132724,-0.1966198,0.2120614,88.05922,227.1215,173.5024,
5915.333,-0.0005189065,-0.0002068228,0.0003814739,-0.0006275602,-0.0001108413,0.0008295472,-0.132723,-0.196626,0.2120697,88.05993,227.1146,173.4959,
5929.43,-0.0005067604,-0.0002442006,0.0003479882,-0.0007349438,0.00165092,-0.0007677836,-0.1327162,-0.1966303,0.2120714,88.06498,227.1214,173.5002,
5943.683,-0.0003564017,-0.0004324007,0.0001582347,0.000533276,0.002452072,-0.0006740597,-0.132689,-0.1966364,0.2120695,88.06873,227.1123,173.4927,
5957.354,-0.0002992046,-0.0004551657,5.376543E-05,0.00174664,0.003810013,-0.004222131,-0.1326655,-0.1966398,0.2120703,88.07796,227.2317,173.6088,
5971.466,-0.0001949263,-0.0001321566,9.365239E-05,0.004059065,0.0015957,-0.003977157,-0.1326525,-0.1966265,0.2120722,88.08,227.4232,173.8047,
5985.175,-5.924857E-05,-0.000253217,8.375477E-05,0.00540903,0.0009161948,-0.004104606,-0.1326594,-0.1966273,0.2120652,88.0845,227.5623,173.9461,
5998.974,-0.0001371138,-0.000233853,0.0002381551,0.003124685,0.002855459,-0.002528403,-0.132673,-0.1966236,0.2120647,88.08807,227.4321,173.8147,
6013.249,-7.458532E-05,-0.000547863,0.0005264869,-0.001729292,0.00345531,-0.002967224,-0.132676,-0.1966306,0.2120706,88.08767,227.3342,173.708,
6027.175,-0.0003333336,-0.0001496796,0.0005748305,-4.37398E-05,0.004842909,-0.001549846,-0.1326904,-0.196612,0.2120702,88.09156,227.2634,173.6409,
6040.965,-0.000108135,4.639305E-05,0.0007465474,-0.0002140748,0.0004648314,0.002147472,-0.1326896,-0.1965959,0.2120748,88.08184,227.2991,173.6816,
6054.67,-0.0001044827,-2.137749E-06,0.0007739636,-0.001979444,0.0005630045,0.0009535829,-0.1326984,-0.1965891,0.2120719,88.08122,227.2891,173.6666,
6068.85,6.48218E-06,0.0001489772,0.0007090451,-0.002726387,-0.001424511,0.003776518,-0.1327017,-0.1965753,0.2120684,88.07278,227.191,173.5707,
6082.941,-9.382417E-05,9.978699E-06,0.0007422914,-0.002726138,-0.001425653,0.003775694,-0.132715,-0.1965781,0.2120801,88.06629,226.9926,173.3714,
6096.611,-1.815108E-05,0.0003568588,0.0009326001,-0.003034686,-0.003766908,0.004051489,-0.1327204,-0.1965553,0.2120877,88.06074,227.161,173.5394,
6110.563,-6.233928E-05,0.0001782577,0.0007704119,-0.001295196,-0.003593913,0.003422709,-0.1327177,-0.1965545,0.2120913,88.05841,227.226,173.6073,
6124.558,-2.217832E-05,0.0005394586,0.0006808995,-0.001762071,-0.002964592,0.00414721,-0.1327025,-0.1965356,0.2120996,88.05389,227.1458,173.5276,
6138.311,-0.000227096,0.0003055062,0.0006542327,-0.002858065,0.000606566,0.0003555258,-0.1326935,-0.1965384,0.2121073,88.05952,227.0634,173.4384,
6152.613,-0.0004902436,0.0003337591,0.0007888498,-0.002133468,0.003527579,0.001401961,-0.1326959,-0.1965347,0.2121163,88.06225,226.8863,173.2626,
6166.518,-0.0004810817,0.0002129491,0.0005854907,0.0005658099,0.002169039,0.001145375,-0.1326929,-0.1965356,0.2121129,88.06326,226.9985,173.3789,
6180.212,-0.0003304533,0.0003640926,9.624508E-05,0.004170341,-0.0001756297,-0.002383628,-0.1326873,-0.1965281,0.2120959,88.06873,227.3346,173.7172,
6194.032,-0.0003061545,0.0003665856,5.792866E-05,0.001858427,0.002039379,-0.002628358,-0.1326845,-0.1965255,0.2120914,88.07288,227.2188,173.5969,
6208.311,-0.0003083294,0.0002071444,-1.112303E-05,0.002220453,0.003170619,-0.004951055,-0.1326873,-0.1965272,0.2120825,88.08112,227.3121,173.6878,
6222.239,-0.0003617212,0.0005070767,-1.746422E-05,0.005803529,0.001762192,-0.004609354,-0.1327001,-0.1965083,0.212073,88.08572,227.518,173.9012,
6235.969,-0.0003522054,0.0005255789,0.000128655,0.004533088,0.0009551891,-0.004705867,-0.1327112,-0.1964991,0.2120707,88.08828,227.6284,174.0101,
6249.855,-0.0004344882,0.0006439513,0.0004366789,0.00043346,0.004200803,-0.002278651,-0.132705,-0.1964875,0.2120851,88.09115,227.3616,173.7395,
6263.836,-0.0002661799,0.0004898008,0.0003626007,4.600699E-05,0.003344871,-0.001777974,-0.1326894,-0.1964867,0.2120882,88.09177,227.3722,173.7491,
6277.38,-0.0002092736,0.0008052182,0.000703585,0.000651271,0.0006800847,0.0009178098,-0.1326923,-0.1964681,0.2121067,88.08746,227.3704,173.7514,
6291.553,-0.0002253744,0.0009181494,0.0009395846,0.0002638688,-0.0001758514,0.001418505,-0.132705,-0.1964522,0.2121254,88.08521,227.3878,173.7695,
6305.535,-8.260686E-06,0.00102027,0.0009412635,-0.0004038683,-0.003648883,0.004017753,-0.1327062,-0.1964359,0.2121389,88.0742,227.4089,173.7935,
6319.255,-2.009988E-05,0.0004624257,0.001237559,-0.005306854,-0.001842696,0.005622356,-0.1326921,-0.1964539,0.2121596,88.06619,227.1031,173.4809,
6333.047,1.470905E-05,0.0008348744,0.001281948,-0.005305739,-0.001842569,0.005621459,-0.1326737,-0.1964431,0.2121706,88.06043,227.0242,173.4016,
6347.243,-1.61594E-05,0.0009491566,0.0009960257,-0.001673448,-0.004459859,0.003915811,-0.1326869,-0.1964312,0.2121685,88.0568,227.204,173.5855,
6361.252,-0.0001975626,0.0004613198,0.0009373807,-0.002742148,-0.001162795,0.001946402,-0.1327072,-0.1964439,0.2121713,88.05912,227.0849,173.4619,
6374.867,-0.0002355068,0.0004452058,0.0008801054,-0.003256984,0.0006727783,0.004716853,-0.1327141,-0.1964461,0.2121703,88.05569,226.8281,173.207,
6389.024,-0.0002274203,0.0007666343,0.0005173913,-0.00196388,0.0005468506,0.0009450287,-0.1327134,-0.1964352,0.2121513,88.05922,226.9564,173.3325,
6403.01,-0.0003676938,0.0008805877,0.0002835291,0.002860448,0.0002207205,-0.0004395538,-0.1327194,-0.1964272,0.2121366,88.06396,227.1357,173.5177,
6416.591,-0.0002796295,2.556357E-05,0.0002438272,0.002913048,-0.000991917,-0.002484436,-0.1327213,-0.1964613,0.2121274,88.0667,227.3215,173.7025,
6430.707,-0.000334364,0.0001064896,3.058282E-05,0.002726394,0.002255289,-0.003857845,-0.1327281,-0.1964711,0.2121101,88.07583,227.2979,173.6773,
6444.817,-0.0003859329,0.0002883711,-7.93308E-05,0.001298115,0.004418017,-0.003505629,-0.1327293,-0.1964701,0.2120972,88.08154,227.1815,173.5591,
6458.67,-0.0003652467,0.0002701512,-0.0001531202,0.004385386,0.00391551,-0.004261981,-0.1327266,-0.196473,0.2120896,88.089,227.3419,173.7229,
6472.736,-0.0002567194,-0.0001164039,7.587619E-05,0.004854142,0.003283666,-0.004986215,-0.1327204,-0.1964896,0.2120945,88.09453,227.4795,173.8616,
6486.938,-9.826256E-05,-5.281549E-05,0.0001137518,0.003999419,0.003057542,-0.003761334,-0.132706,-0.1964963,0.2120949,88.09566,227.5237,173.9073,
6500.699,0.0002051028,0.000383503,0.0001915996,0.0006043814,0.001217828,-0.002728717,-0.1326863,-0.1964839,0.2120988,88.09187,227.5012,173.8811,
6514.191,0.000459128,0.0002703453,0.0005403211,-0.0005295587,-0.001626206,0.0005969188,-0.1326717,-0.1964924,0.2121175,88.08378,227.4616,173.8433,
6528.284,0.0002505192,0.0003506072,0.0008204081,-0.0001141545,-0.001045407,0.001918272,-0.1326756,-0.1964929,0.2121385,88.08306,227.3983,173.7829,
6542.416,0.0002337096,0.0001506773,0.0007261768,-0.0005029683,-0.001904174,0.002418364,-0.1326716,-0.1965066,0.2121471,88.07807,227.4104,173.7955,
6556.15,0.0001648461,0.0004393227,0.0009122341,-0.004524239,-0.0001434403,0.004622763,-0.1326689,-0.1964984,0.2121645,88.07156,227.0969,173.4775,
6570.402,0.0001724672,7.27229E-06,0.0008861289,-0.005299101,-0.001858793,0.005623239,-0.1326647,-0.1965136,0.2121748,88.06165,227.0066,173.3862,
6584.358,1.850718E-05,-1.454749E-05,0.0009573222,-0.004028674,-0.001052883,0.00571981,-0.1326687,-0.1965154,0.2121849,88.05821,226.9211,173.302,
6598.017,7.243959E-05,0.0002421582,0.0007025052,-0.0008909911,-0.002764347,0.002917287,-0.1326658,-0.1965039,0.2121823,88.0566,227.1415,173.5252,
6612.265,-9.975834E-05,0.0004680195,0.0004269031,-0.0001158119,-0.001053924,0.001916952,-0.1326718,-0.1964948,0.2121806,88.05741,227.113,173.4972,
6626.255,-0.0002000253,0.0001613928,0.0004158514,-0.001493516,-9.805615E-05,0.0002231538,-0.1326776,-0.1965033,0.2121878,88.05771,227.0764,173.4558,
6640.115,-0.0003832253,0.0004904206,0.0003392878,0.001047962,0.001512665,0.0004152551,-0.1326875,-0.1964951,0.2121872,88.06154,227.0503,173.4335,
6653.596,-0.0005772078,0.0002488471,0.0001276614,0.003116323,0.00309708,-0.004357762,-0.1326993,-0.1964974,0.2121751,88.07308,227.2493,173.6308,
6667.731,-0.0005452514,0.0006459735,8.217878E-05,0.003970665,0.003322718,-0.00558336,-0.1327039,-0.1964788,0.2121671,88.07919,227.37,173.7513,
6681.39,-0.0005333623,0.0001391556,-8.005877E-05,0.003579996,0.002463674,-0.005084844,-0.1327071,-0.1964943,0.2121603,88.08194,227.4371,173.8182,
6695.09,-0.0005719741,0.0001050266,1.033227E-05,0.003032972,0.004579508,-0.004136489,-0.1327119,-0.1964976,0.2121624,88.08788,227.3309,173.7113,
6709.118,-0.0004696577,0.0002224824,7.336748E-05,0.004462462,0.002413698,-0.004488334,-0.1327143,-0.1964954,0.2121634,88.09094,227.5027,173.8853,
6723.111,-0.0004062923,0.0001214852,0.0003543259,0.003220356,0.001331846,-0.002762497,-0.132723,-0.1964992,0.2121711,88.08992,227.5373,173.9211,
6736.917,-0.0005159577,0.0005258144,0.0004143421,0.00267127,0.003443883,-0.001815884,-0.132737,-0.1964857,0.2121697,88.09392,227.4691,173.8536,
6751.105,-0.0003283599,1.799172E-05,0.0007183364,-0.002928237,0.002056891,0.0005696483,-0.1327326,-0.1964996,0.2121815,88.08531,227.2905,173.6682,
6765.087,-0.0005300542,-1.60741E-05,0.0008548075,-0.002592881,0.004122984,0.002115101,-0.1327421,-0.1965029,0.2121904,88.08654,227.1028,173.4812,
6778.65,-0.00033979,0.0004251027,0.0008410615,-0.001392464,-0.001871844,0.001814636,-0.1327314,-0.1964861,0.2121987,88.07624,227.3358,173.7166,
6792.858,-0.000441272,0.000253478,0.0008546138,-0.0004819452,-0.002196991,0.004233426,-0.132729,-0.1964923,0.2122084,88.07066,227.2696,173.6541,
6806.818,-0.0004335926,6.918494E-05,0.0009167787,-0.002684801,-0.001746662,0.005585228,-0.1327281,-0.1964999,0.2122175,88.06376,227.1043,173.4868,
