time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.322,-0.009801119,0.002373781,0.01151077,0.0115681,0.07891265,-0.07566588,-0.01557622,0.1663343,-0.6194953,355.2888,9.996786,358.8156,-0.005836914,-0.001066576,0.01438061,0.05230237,0.1082782,0.1887595,-0.3578885,-0.6506032,-0.5894536,30.40589,14.89056,170.6664,-0.001436119,0.01607984,0.05207099,-0.144315,-0.1066345,-0.1681516,0.2849791,-0.6743822,-0.7388726,22.37493,28.84191,187.4287
13.018,-0.009309802,0.003653602,0.01270226,0.03863511,0.09525275,-0.06854881,-0.0156525,0.1664126,-0.6192786,355.2147,9.890538,358.8278,-0.005646321,-0.004617858,0.01025846,0.0669205,0.08041469,0.1381117,-0.3577652,-0.6505591,-0.5895479,30.45504,14.89557,170.6813,0.002891741,0.01898037,0.06583323,-0.1455649,-0.2365958,-0.3377058,0.2854955,-0.6742675,-0.737831,22.26745,28.38674,187.8047
26.357,-0.008926388,0.003737765,0.01375715,0.051236,0.1053628,-0.05976394,-0.01572729,0.1664602,-0.6190506,355.1657,9.791947,358.8295,-0.002804248,-0.00940023,0.004722286,0.08043363,0.05359494,0.0457714,-0.3576906,-0.6505112,-0.5895318,30.5051,14.89803,170.7642,0.00334971,0.01692553,0.07600734,-0.1151614,-0.3675866,-0.4588943,0.2859071,-0.6741925,-0.7369293,22.23625,27.81965,188.1494
40.404,-0.008523621,0.00337398,0.01369668,0.04195831,0.1131049,-0.04522275,-0.01584383,0.1665033,-0.6188576,355.1613,9.694276,358.8308,-0.001332794,-0.01258092,0.001120102,0.07539488,0.02403765,-0.03022076,-0.3576838,-0.6504391,-0.5895923,30.55731,14.91736,170.832,0.003113118,0.0111876,0.07630283,-0.05955187,-0.3725199,-0.4304433,0.2859691,-0.6741449,-0.7361272,22.28471,27.47432,188.321
54.178,-0.008219678,0.002355597,0.01371845,0.03234588,0.1117567,-0.02676777,-0.01596246,0.1665135,-0.6186608,355.1587,9.612086,358.8138,-0.004196244,-0.01227474,0.0007420327,0.05147338,-0.0174372,-0.06485409,-0.3577526,-0.6505425,-0.5894709,30.60146,14.89964,170.8859,0.001320148,0.001837946,0.06774704,-0.06053365,-0.240066,-0.2243626,0.2854982,-0.6743381,-0.7355593,22.24281,27.49706,188.1805
67.834,-0.007752763,0.001604565,0.01302397,0.02541279,0.1090362,-0.0101588,-0.01605097,0.1665138,-0.6184925,355.1641,9.539872,358.7755,-0.008058921,-0.008709394,0.005209864,-0.01195387,-0.03887313,-0.04598205,-0.357847,-0.6504898,-0.5895025,30.58343,14.85024,170.8913,-0.0042183,-0.01594712,0.05039341,-0.01334053,-0.02568725,0.1030055,0.2844473,-0.6745954,-0.7354246,22.30256,27.87424,187.7084
82.01,-0.0071646,0.001128026,0.01283136,0.02443287,0.1007876,0.005331397,-0.01610586,0.1665079,-0.6183121,355.15,9.479089,358.7425,-0.01063894,-0.005369359,0.009341284,-0.03541499,-0.05058385,-0.02551198,-0.3579429,-0.6505497,-0.5892847,30.57599,14.78188,170.8834,-0.007422538,-0.03546816,0.02821918,0.03191978,0.2127122,0.4183344,0.284261,-0.6757469,-0.7349405,22.35586,28.49869,187.0925
95.935,-0.006224234,0.001081327,0.01290711,0.02410796,0.09017735,0.01303443,-0.01614108,0.166517,-0.6181241,355.1377,9.42772,358.7159,-0.01005539,-0.005371688,0.01061774,-0.01175849,-0.0368856,-0.004248281,-0.3580023,-0.6504121,-0.5892968,30.5817,14.75779,170.8675,-0.01067461,-0.04443509,0.007632351,0.05790569,0.3838805,0.6360631,0.2831223,-0.6758723,-0.7355963,22.3778,29.14945,186.4611
109.546,-0.005583912,0.001441579,0.01352729,0.02915213,0.08052932,0.01991921,-0.01620343,0.1665575,-0.6179199,355.1123,9.380335,358.6786,-0.0066615,-0.006501066,0.01109492,0.02077238,-0.005712704,0.006736286,-0.358039,-0.6503983,-0.5891524,30.59323,14.76959,170.864,-0.01708585,-0.04571509,0.003307656,0.03460459,0.3590154,0.6925024,0.282459,-0.6771812,-0.7352898,22.32025,29.42084,185.9117
123.615,-0.004683252,0.001673898,0.0141365,0.036925,0.07418393,0.02077488,-0.01624603,0.1665985,-0.6177064,355.0818,9.339712,358.6406,-0.002050233,-0.007033945,0.0139708,0.02201032,0.04706894,0.01149549,-0.358097,-0.6505453,-0.5887443,30.59582,14.84163,170.8834,-0.0245249,-0.053651,-0.003183272,0.1018469,0.3206312,0.6768562,0.2823452,-0.677228,-0.7352445,22.47237,29.62867,185.4314
137.539,-0.004762825,0.00201744,0.01453456,0.03858281,0.06501342,0.02417853,-0.01629061,0.1666448,-0.6174868,355.0633,9.30023,358.6093,-0.002544124,-0.006638015,0.01479226,0.04819664,0.04736475,0.02415428,-0.3581943,-0.6504473,-0.5884985,30.63407,14.91294,170.8769,-0.01964718,-0.03587394,-0.007177953,0.08378936,0.312773,0.5603156,0.2820962,-0.6767024,-0.7353274,22.49151,29.8931,185.276
151.418,-0.005005959,0.001875037,0.01413531,0.03390974,0.06117682,0.02070143,-0.01633202,0.166672,-0.6172934,355.0519,9.262946,358.5962,-0.00474054,-0.003309129,0.01805658,0.0108874,0.03997589,0.0393139,-0.35826,-0.6503954,-0.5882455,30.60194,14.93546,170.8489,-0.009982258,-0.01273944,-0.004583252,0.03180063,0.2253028,0.3190734,0.2820074,-0.675348,-0.7348183,22.42793,29.92233,185.4535
164.8,-0.005306113,0.001114144,0.01347785,0.01991863,0.05911453,0.008556853,-0.0163972,0.1666729,-0.6171156,355.0664,9.205419,358.6117,-0.007615221,0.0005188326,0.02088136,-0.03193139,0.01744297,0.05045598,-0.3583483,-0.6501449,-0.5881356,30.54453,14.91755,170.7953,-0.003457527,-0.005446852,0.006637829,-0.01346577,0.01496593,-0.002674365,0.2816573,-0.6742111,-0.7346864,22.40421,29.51139,185.8735
178.721,-0.00570978,1.462046e-05,0.01261397,0.002276293,0.06107832,-0.005455245,-0.01650553,0.1666548,-0.6169518,355.0884,9.149294,358.6474,-0.008346242,0.002231735,0.02041532,-0.03289623,0.003270232,0.04068886,-0.3583926,-0.6501072,-0.5877827,30.5192,14.89865,170.7659,-0.003285424,-0.009617088,0.01669281,0.01947663,-0.2006072,-0.2270085,0.2819591,-0.6741381,-0.7341543,22.50256,28.95403,186.2512
192.837,-0.006052943,-0.001084963,0.01203745,-0.01736509,0.06313657,-0.01890373,-0.01661656,0.1666205,-0.6167885,355.1122,9.083582,358.6921,-0.007394153,0.001750992,0.01993508,-0.03898272,0.000225361,0.03374434,-0.358438,-0.6499649,-0.5876347,30.484,14.88508,170.741,-0.001112354,-0.01164819,0.01880455,0.02596381,-0.2729649,-0.3364886,0.2822761,-0.6743322,-0.73396,22.55835,28.56941,186.57
206.301,-0.006184126,-0.002307221,0.01179467,-0.03139705,0.06639287,-0.02524922,-0.01669451,0.166543,-0.6166228,355.153,9.027818,358.734,-0.005991166,-0.0004710937,0.01730634,-0.005775764,0.0002091413,0.009169165,-0.3584508,-0.6498863,-0.5874547,30.49991,14.8896,170.7499,-0.003488029,-0.01064024,0.01410134,0.03392056,-0.2730423,-0.329613,0.2820592,-0.6742941,-0.7341911,22.61422,28.33025,186.7335
220.5,-0.00579386,-0.003446841,0.01166605,-0.03941666,0.07151121,-0.02705712,-0.01674786,0.166449,-0.6164556,355.1839,8.959446,358.7519,-0.006280678,-0.001260773,0.01718934,-0.00890931,0.005675079,0.01406079,-0.3585181,-0.649779,-0.5872279,30.48912,14.89483,170.74,-0.007894359,-0.01210232,0.006041565,0.04494605,-0.2321244,-0.2446514,0.2820091,-0.6746504,-0.734239,22.67797,28.20921,186.7355
234.521,-0.005472424,-0.004359731,0.01184758,-0.03680639,0.07441275,-0.02273042,-0.01681449,0.16636,-0.6162825,355.2015,8.897072,358.7567,-0.008467266,-0.001193649,0.01723472,-0.01356228,-0.006067677,0.02721244,-0.3586148,-0.6497009,-0.5869578,30.47626,14.88099,170.7075,-0.01143014,-0.01711472,-0.003526639,0.06258668,-0.1526784,-0.1179608,0.2817225,-0.6748241,-0.7345462,22.72209,28.31867,186.591
248.226,-0.005200367,-0.00493368,0.01206721,-0.03539885,0.07532969,-0.01083827,-0.01689621,0.1662856,-0.616114,355.2351,8.836279,358.7489,-0.01037579,-0.001099833,0.0178409,-0.0363127,-0.01922206,0.02114216,-0.358732,-0.6496475,-0.5867155,30.44044,14.84364,170.6766,-0.01238669,-0.0220853,-0.01361647,0.07411255,-0.04352896,0.01204359,0.281662,-0.6750506,-0.7346062,22.75674,28.45069,186.4742
262.231,-0.004420646,-0.005374904,0.01184154,-0.03557405,0.07958847,-0.004728893,-0.01694695,0.1662053,-0.6159602,355.2668,8.768193,358.7494,-0.01158445,-0.002779076,0.01652429,-0.05348564,-0.04186961,0.009774031,-0.3588319,-0.6496779,-0.5864807,30.39815,14.76812,170.6414,-0.01395513,-0.02465318,-0.02066939,0.06709404,0.03681526,0.111119,0.2811649,-0.6755552,-0.7351057,22.82779,28.58805,186.2957
