time,headset_vel.x,headset_vel.y,headset_vel.z,headset_angularVel.x,headset_angularVel.y,headset_angularVel.z,headset_pos.x,headset_pos.y,headset_pos.z,headset_rot.x,headset_rot.y,headset_rot.z,controller_left_vel.x,controller_left_vel.y,controller_left_vel.z,controller_left_angularVel.x,controller_left_angularVel.y,controller_left_angularVel.z,controller_left_pos.x,controller_left_pos.y,controller_left_pos.z,controller_left_rot.x,controller_left_rot.y,controller_left_rot.z,controller_right_vel.x,controller_right_vel.y,controller_right_vel.z,controller_right_angularVel.x,controller_right_angularVel.y,controller_right_angularVel.z,controller_right_pos.x,controller_right_pos.y,controller_right_pos.z,controller_right_rot.x,controller_right_rot.y,controller_right_rot.z
0.319,0.0008848278,0.0009708318,0.01263599,0.01254217,-0.00876887,0.01502403,-0.01329967,0.1521299,-0.5973834,2.24942,6.282219,357.0921,-0.0008152485,-0.0005808517,-1.695148e-05,0.006780932,-0.01030264,0.0175688,-0.3459843,-0.6413824,-0.5777571,27.98855,19.51383,169.4326,-0.04005528,0.03309346,0.06183176,0.4729971,-0.4866768,-0.6245499,0.2811148,-0.6698316,-0.6565032,23.52712,348.6115,199.1519
13.028,0.0007508147,0.0007352327,0.01265703,0.00835471,-0.01280525,0.01773449,-0.0133025,0.1521297,-0.597211,2.251922,6.298196,357.0781,-0.0009054877,-0.0005356129,0.0001206073,0.00489624,-0.01712744,0.007605243,-0.3459861,-0.6413842,-0.5777569,27.99543,19.5028,169.4198,-0.04095946,0.03728736,0.06249411,0.4260513,-0.4710671,-0.5731685,0.2808786,-0.6690942,-0.6555371,23.57636,348.1931,199.4123
26.022,0.0003247136,7.270661e-06,0.01231239,0.0003500374,-0.0129012,0.01607731,-0.01330487,0.1521083,-0.597038,2.274329,6.307869,357.0756,-0.0008545634,-0.0005030534,0.0001163397,0.005745721,-0.02710765,-0.01619885,-0.3459824,-0.6413829,-0.5777551,28.00682,19.48112,169.4198,-0.04077119,0.04029641,0.06623869,0.3430838,-0.4614976,-0.555639,0.2806885,-0.6686838,-0.6544526,23.49319,347.8356,199.7176
39.733,-0.0002705889,-0.0006449344,0.01168393,-0.008286479,-0.01270014,0.0113039,-0.01331201,0.1520812,-0.5968716,2.286052,6.317795,357.0749,-0.0001663429,0.0001126092,0.0002916478,-0.003307626,-0.02196523,-0.03838435,-0.3459727,-0.6413764,-0.5777544,28.01744,19.46306,169.4457,-0.03962916,0.03438308,0.06491377,0.3110664,-0.4266367,-0.5008041,0.2804236,-0.6684322,-0.6536865,23.50098,347.5107,199.9444
53.917,-0.001112165,-0.001216944,0.01080555,-0.01595197,-0.01664639,0.002707715,-0.0133392,0.1520481,-0.5967289,2.314112,6.341986,357.1008,-0.0005801607,-0.0008416817,-0.0005608234,0.01993376,-0.02841978,-0.0335276,-0.3459618,-0.6413676,-0.5777541,28.03968,19.44779,169.4692,-0.03814288,0.0251386,0.06263226,0.2585345,-0.3826529,-0.3879551,0.2802056,-0.6684604,-0.6528561,23.48662,347.2445,199.989
67.562,-0.001702305,-0.0009938768,0.009966156,-0.02002526,-0.01702785,-0.0008574559,-0.01338257,0.1520402,-0.5966284,2.330094,6.358449,357.11,-0.0003579514,0.0002103161,0.0005866516,-0.01032455,-0.009486281,-0.001909858,-0.3459555,-0.641364,-0.5777528,28.03572,19.4395,169.4714,-0.03238971,0.01243213,0.05859669,0.1358909,-0.2873541,-0.2049595,0.2799997,-0.6690065,-0.6521552,23.39137,347.2056,199.8045
81.154,-0.00216324,-0.0007649474,0.009654648,-0.0150872,-0.0170349,-0.008436501,-0.01342946,0.1520357,-0.5965155,2.32298,6.367545,357.1287,-0.0008058798,-0.0005014896,7.436441e-05,0.004062976,-0.005825234,0.02685125,-0.3459575,-0.6413678,-0.5777512,28.03544,19.42997,169.4506,-0.02031532,-0.004433152,0.04649173,0.002990517,-0.08946402,0.04571731,0.2798533,-0.6693545,-0.6527693,23.36187,347.5264,199.4126
95.416,-0.002763108,-0.0002537562,0.009745762,-0.003886883,-0.01579463,-0.0128291,-0.01349901,0.1520433,-0.5963898,2.298139,6.372665,357.1375,-0.0004143918,-0.0004123111,-0.0001592304,0.005961412,0.003664032,0.02771662,-0.3459643,-0.6413741,-0.5777509,28.03115,19.43122,169.4272,-0.0009725101,-0.02063939,0.03017659,-0.1952245,0.1671259,0.3251156,0.2800214,-0.6707528,-0.6523362,23.2022,348.2231,198.8359
109.587,-0.003076256,0.0003051199,0.009673885,0.004058369,-0.01011863,-0.0140055,-0.01356407,0.1520597,-0.5962663,2.288647,6.37963,357.1445,-7.412891e-05,0.0002305988,0.0003604902,-0.008318554,0.003618971,0.01192945,-0.3459691,-0.641377,-0.5777516,28.02931,19.43403,169.4188,0.03015689,-0.03387446,0.004776533,-0.4287305,0.5385864,0.6399487,0.280322,-0.6711514,-0.6544191,23.002,349.5075,198.1493
123.161,-0.003728418,0.0007983546,0.009544933,0.01222242,-0.004540827,-0.01414291,-0.01364588,0.1520835,-0.5961478,2.264896,6.373855,357.1511,-0.0002366119,-0.0007096102,-0.0006974497,0.0200465,-0.02083905,-0.03421136,-0.3459658,-0.6413735,-0.5777521,28.04711,19.42571,169.436,0.06208437,-0.0363598,-0.02664329,-0.7020065,0.9819782,1.034174,0.2801746,-0.6720122,-0.6553861,22.6523,351.3784,197.2039
